episode,reward,rolling_reward,actor_loss,critic_loss,blackout,stealth_rate
1047,133.5585,136.1043,0.00000,2.14365,1,0.0000
1048,133.5605,136.1045,0.00000,0.46680,1,0.0000
1049,158.9685,138.6416,0.00000,508.63741,1,1.0000
1050,133.5586,136.1006,0.00000,78.19308,1,0.0000
1051,133.5585,136.1006,0.00000,78.14807,1,0.0000
1052,133.5585,136.1006,0.00000,16.13992,1,0.0000
1053,158.9685,138.6407,0.00000,828.59380,1,1.0000
1054,133.5689,138.6418,0.00000,16.83354,1,0.0000
1055,133.5683,138.6427,0.00000,3.04473,1,0.0000
1056,133.5585,138.6427,0.00000,10.77256,1,0.0000
1057,133.5585,138.6427,0.00000,1.78691,1,0.0000
1058,158.9685,141.1835,0.00000,728.13937,1,1.0000
1059,133.5584,138.6425,0.00000,0.38679,1,0.0000
1060,158.9685,141.1835,0.00000,644.42960,1,1.0000
1061,158.9685,143.7245,0.00000,484.45429,1,1.0000
1062,133.5585,143.7245,0.00000,86.95170,1,0.0000
1063,133.5585,141.1835,0.00000,86.18711,1,0.0000
1064,133.5674,141.1834,0.00000,19.13933,1,0.0000
1065,133.5585,141.1824,0.00000,10.17875,1,0.0000
1066,133.5585,141.1824,0.00000,13.82295,1,0.0000
1067,133.5672,141.1832,0.00000,1.35979,1,0.0000
1068,133.5588,138.6423,0.00000,1.19152,1,0.0000
1069,133.5585,138.6423,0.00000,0.53711,1,0.0000
1070,158.9685,138.6423,0.00000,532.74490,1,1.0000
1071,158.9685,138.6423,0.00000,263.86234,1,1.0000
1072,133.5585,138.6423,0.00000,316.13067,1,0.0000
1073,158.9685,141.1833,0.00000,18.86123,1,1.0000
1074,133.5586,141.1824,0.00000,662.28915,1,0.0000
1075,158.9685,143.7234,0.00000,0.13712,1,1.0000
1076,133.5586,143.7234,0.00000,654.84041,1,0.0000
1077,158.9685,146.2636,0.00000,3.40500,1,1.0000
1078,133.5585,146.2635,0.00000,596.20776,1,0.0000
1079,158.9685,148.8045,0.00000,6.75544,1,1.0000
1080,133.5585,146.2635,0.00000,572.23306,1,0.0000
1081,158.9685,146.2635,0.00000,8.51509,1,1.0000
1082,133.5587,146.2635,0.00000,562.39821,1,0.0000
1083,133.5585,143.7225,0.00000,419.29603,1,0.0000
1084,158.9685,146.2635,0.00000,117.39066,1,1.0000
1085,158.9685,146.2635,0.00000,112.17141,1,1.0000
1086,133.5604,146.2637,0.00000,349.56937,1,0.0000
1087,133.5585,143.7227,0.00000,296.61154,1,0.0000
1088,133.5585,143.7227,0.00000,119.52934,1,0.0000
1089,158.9685,143.7227,0.00000,502.22290,1,1.0000
1090,133.5585,143.7227,0.00000,0.65181,1,0.0000
1091,133.5588,141.1817,0.00000,0.31016,1,0.0000
1092,133.5586,141.1817,0.00000,0.52348,1,0.0000
1093,133.5585,141.1817,0.00000,0.42023,1,0.0000
1094,158.9685,141.1817,0.00000,590.84221,1,1.0000
1095,133.5585,138.6407,0.00000,17.38867,1,0.0000
1096,133.5751,138.6422,0.00000,6.99642,1,0.0000
1097,133.5605,138.6424,0.00000,5.56064,1,0.0000
1098,158.9685,141.1834,0.00000,724.42540,1,1.0000
1099,133.5586,138.6424,0.00000,6.35400,1,0.0000
1100,158.9685,141.1834,0.00000,498.65173,1,1.0000
1101,133.5587,141.1834,0.00000,30.31858,1,0.0000
1102,158.9685,143.7244,0.00000,412.90303,1,1.0000
1103,133.5585,143.7244,0.00000,46.72196,1,0.0000
1104,133.5585,141.1834,0.00000,19.20914,1,0.0000
1105,133.5588,141.1834,0.00000,6.90730,1,0.0000
1106,133.5585,141.1818,0.00000,15.56721,1,0.0000
1107,133.5585,141.1816,0.00000,2.24710,1,0.0000
1108,133.5584,138.6406,0.00000,4.65049,1,0.0000
1109,133.5585,138.6405,0.00000,1.30475,1,0.0000
1110,133.5587,136.0996,0.00000,1.04111,1,0.0000
1111,133.5585,136.0995,0.00000,2.35491,1,0.0000
1112,133.5604,133.5587,0.00000,1.95978,1,0.0000
1113,133.5687,133.5598,0.00000,1.37399,1,0.0000
1114,133.5586,133.5598,0.00000,1.92653,1,0.0000
1115,133.5604,133.5599,0.00000,2.12797,1,0.0000
1116,133.5606,133.5601,0.00000,1.43384,1,0.0000
1117,158.9685,136.1011,0.00000,496.43401,1,1.0000
1118,158.9685,138.6421,0.00000,236.15255,1,1.0000
1119,133.5586,138.6422,0.00000,351.11570,1,0.0000
1120,133.5586,138.6421,0.00000,411.15846,1,0.0000
1121,133.5585,138.6421,0.00000,250.81129,1,0.0000
1122,133.5585,138.6420,0.00000,61.65471,1,0.0000
1123,133.5680,138.6419,0.00000,11.25526,1,0.0000
1124,133.5585,138.6419,0.00000,41.27269,1,0.0000
1125,133.5584,138.6417,0.00000,17.42531,1,0.0000
1126,133.5605,138.6417,0.00000,7.40480,1,0.0000
1127,133.5585,136.1007,0.00000,16.74403,1,0.0000
1128,133.5605,133.5599,0.00000,2.25960,1,0.0000
1129,133.5585,133.5599,0.00000,3.98224,1,0.0000
1130,133.5585,133.5598,0.00000,1.62205,1,0.0000
1131,133.5585,133.5598,0.00000,1.24421,1,0.0000
1132,158.9685,136.1008,0.00000,711.46211,1,1.0000
1133,133.5585,136.0999,0.00000,0.15639,1,0.0000
1134,133.5585,136.0999,0.00000,0.36366,1,0.0000
1135,133.5586,136.0999,0.00000,0.70029,1,0.0000
1136,158.9685,138.6407,0.00000,658.01903,1,1.0000
1137,158.9685,141.1817,0.00000,511.60230,1,1.0000
1138,158.9685,143.7225,0.00000,235.29488,1,1.0000
1139,158.9685,146.2635,0.00000,31.26169,1,1.0000
1140,133.5604,146.2637,0.00000,907.31992,1,0.0000
1141,133.5585,146.2637,0.00000,962.59941,1,0.0000
1142,133.5585,143.7227,0.00000,671.19431,1,0.0000
1143,133.5585,143.7227,0.00000,292.77747,1,0.0000
1144,133.5585,143.7227,0.00000,44.52687,1,0.0000
1145,133.5585,143.7227,0.00000,23.97074,1,0.0000
1146,133.5585,141.1817,0.00000,54.64017,1,0.0000
1147,133.5585,138.6407,0.00000,19.99681,1,0.0000
1148,158.9685,138.6407,0.00000,501.31984,1,1.0000
1149,133.5585,136.0997,0.00000,139.16825,1,0.0000
1150,133.5586,136.0995,0.00000,181.90009,1,0.0000
1151,133.5585,136.0995,0.00000,88.29453,1,0.0000
1152,133.5585,136.0995,0.00000,8.24018,1,0.0000
1153,133.5585,136.0995,0.00000,31.48762,1,0.0000
1154,133.5585,136.0995,0.00000,29.53574,1,0.0000
1155,133.5585,136.0995,0.00000,3.25629,1,0.0000
1156,158.9685,138.6405,0.00000,433.38033,1,1.0000
1157,133.5606,138.6407,0.00000,103.11617,1,0.0000
1158,133.5671,136.1006,0.00000,97.87409,1,0.0000
1159,133.5689,136.1016,0.00000,23.19614,1,0.0000
1160,133.5585,136.1016,0.00000,7.97561,1,0.0000
1161,133.5680,136.1026,0.00000,11.44270,1,0.0000
1162,133.5585,136.1026,0.00000,1.62487,1,0.0000
1163,133.5585,136.1026,0.00000,1.68008,1,0.0000
1164,133.5585,136.1026,0.00000,0.28122,1,0.0000
1165,158.9685,138.6436,0.00000,566.92030,1,1.0000
1166,158.9685,138.6436,0.00000,330.82961,1,1.0000
1167,158.9685,141.1843,0.00000,84.93126,1,1.0000
1168,158.9685,143.7245,0.00000,14.65248,1,1.0000
1169,133.5586,143.7235,0.00000,1101.72916,1,0.0000
1170,133.5606,143.7237,0.00000,948.62564,1,0.0000
1171,133.5584,143.7227,0.00000,556.66005,1,0.0000
1172,133.5585,143.7227,0.00000,185.85187,1,0.0000
1173,133.5689,143.7238,0.00000,13.95515,1,0.0000
1174,158.9685,146.2647,0.00000,1077.49648,1,1.0000
1175,133.5694,143.7248,0.00000,75.29669,1,0.0000
1176,158.9685,143.7248,0.00000,893.51466,1,1.0000
1177,133.5585,141.1838,0.00000,4.40754,1,0.0000
1178,133.5585,138.6428,0.00000,5.33750,1,0.0000
1179,133.5677,138.6438,0.00000,1.11652,1,0.0000
1180,133.5694,138.6446,0.00000,0.20384,1,0.0000
1181,133.5585,138.6446,0.00000,0.02661,1,0.0000
1182,133.5585,138.6446,0.00000,0.04199,1,0.0000
1183,133.5585,138.6436,0.00000,0.06705,1,0.0000
1184,133.5585,136.1026,0.00000,0.06035,1,0.0000
1185,133.5674,136.1024,0.00000,0.05736,1,0.0000
1186,133.5585,133.5614,0.00000,0.07186,1,0.0000
1187,133.5585,133.5614,0.00000,0.04306,1,0.0000
1188,133.5585,133.5614,0.00000,0.02814,1,0.0000
1189,133.5585,133.5605,0.00000,0.04590,1,0.0000
1190,133.5977,133.5633,0.00000,0.20541,1,0.0000
1191,158.9685,136.1043,0.00000,537.12570,1,1.0000
1192,133.5585,136.1043,0.00000,40.20949,1,0.0000
1193,158.9685,138.6453,0.00000,338.83963,1,1.0000
1194,158.9685,141.1863,0.00000,200.95672,1,1.0000
1195,158.9685,143.7264,0.00000,39.27170,1,1.0000
1196,133.5585,143.7264,0.00000,863.34602,1,0.0000
1197,133.5586,143.7264,0.00000,994.04843,1,0.0000
1198,133.5585,143.7264,0.00000,742.08009,1,0.0000
1199,133.5604,143.7266,0.00000,358.80334,1,0.0000
1200,133.5585,143.7227,0.00000,74.13205,1,0.0000
1201,133.5585,141.1817,0.00000,17.18039,1,0.0000
1202,133.5585,141.1817,0.00000,65.90165,1,0.0000
1203,133.5586,138.6407,0.00000,40.92072,1,0.0000
1204,133.5585,136.0997,0.00000,4.12922,1,0.0000
1205,133.5585,133.5587,0.00000,13.95419,1,0.0000
1206,158.9685,136.0997,0.00000,502.89105,1,1.0000
1207,133.5585,136.0997,0.00000,19.98820,1,0.0000
1208,133.5585,136.0997,0.00000,4.94556,1,0.0000
1209,133.5585,136.0995,0.00000,3.36372,1,0.0000
1210,133.5598,136.0996,0.00000,1.33099,1,0.0000
1211,133.5585,136.0996,0.00000,2.38704,1,0.0000
1212,133.5587,136.0997,0.00000,1.24250,1,0.0000
1213,133.5585,136.0997,0.00000,0.35916,1,0.0000
1214,133.5588,136.0997,0.00000,0.23123,1,0.0000
1215,133.5585,136.0997,0.00000,0.85095,1,0.0000
1216,133.5585,133.5587,0.00000,0.17012,1,0.0000
1217,133.5585,133.5587,0.00000,0.04070,1,0.0000
1218,158.9685,136.0997,0.00000,633.14813,1,1.0000
1219,133.5585,136.0997,0.00000,7.38974,1,0.0000
1220,133.5585,136.0996,0.00000,2.06049,1,0.0000
1221,133.5753,136.1012,0.00000,6.31586,1,0.0000
1222,133.5585,136.1012,0.00000,1.37528,1,0.0000
1223,133.5585,136.1012,0.00000,1.75442,1,0.0000
1224,133.5585,136.1012,0.00000,1.46037,1,0.0000
1225,133.5585,136.1012,0.00000,0.36358,1,0.0000
1226,133.5585,136.1012,0.00000,0.20907,1,0.0000
1227,133.5785,136.1032,0.00000,0.01491,1,0.0000
1228,133.5586,133.5622,0.00000,0.17134,1,0.0000
1229,133.5585,133.5622,0.00000,0.40102,1,0.0000
1230,133.5585,133.5622,0.00000,0.75143,1,0.0000
1231,133.5587,133.5605,0.00000,0.08511,1,0.0000
1232,133.5585,133.5605,0.00000,0.40836,1,0.0000
1233,133.5753,133.5622,0.00000,0.69627,1,0.0000
1234,133.5584,133.5622,0.00000,0.15490,1,0.0000
1235,133.5604,133.5624,0.00000,0.15173,1,0.0000
1236,158.9685,136.1034,0.00000,658.83163,1,1.0000
1237,133.5585,136.1014,0.00000,5.97775,1,0.0000
1238,133.5672,136.1023,0.00000,1.44559,1,0.0000
1239,158.9685,138.6432,0.00000,658.99330,1,1.0000
1240,133.5596,138.6434,0.00000,6.02698,1,0.0000
1241,133.5585,138.6433,0.00000,1.85555,1,0.0000
1242,158.9685,141.1843,0.00000,778.68465,1,1.0000
1243,133.5589,141.1827,0.00000,1.40492,1,0.0000
1244,133.5586,141.1827,0.00000,2.01509,1,0.0000
1245,133.5585,141.1825,0.00000,1.16000,1,0.0000
1246,133.5585,138.6415,0.00000,0.46893,1,0.0000
1247,133.5585,138.6415,0.00000,0.14428,1,0.0000
1248,133.5585,138.6407,0.00000,0.03573,1,0.0000
1249,133.5584,136.0997,0.00000,0.09537,1,0.0000
1250,158.9685,138.6405,0.00000,616.74074,1,1.0000
1251,133.5587,138.6406,0.00000,8.91383,1,0.0000
1252,133.5585,136.0996,0.00000,2.39780,1,0.0000
1253,133.5586,136.0995,0.00000,5.28676,1,0.0000
1254,133.5604,136.0997,0.00000,1.37015,1,0.0000
1255,133.5585,136.0997,0.00000,2.20697,1,0.0000
1256,133.5585,136.0997,0.00000,1.10380,1,0.0000
1257,133.5585,136.0997,0.00000,0.46762,1,0.0000
1258,158.9685,138.6407,0.00000,599.07170,1,1.0000
1259,133.5585,138.6407,0.00000,10.60365,1,0.0000
1260,133.5585,136.0997,0.00000,2.81940,1,0.0000
1261,133.5586,136.0997,0.00000,4.52432,1,0.0000
1262,133.5585,136.0997,0.00000,1.41081,1,0.0000
1263,158.9685,138.6407,0.00000,488.72047,1,1.0000
1264,158.9685,141.1815,0.00000,262.19973,1,1.0000
1265,133.5584,141.1815,0.00000,292.19306,1,0.0000
1266,133.5586,141.1815,0.00000,330.62642,1,0.0000
1267,133.5585,141.1815,0.00000,183.74515,1,0.0000
1268,133.5585,138.6405,0.00000,32.60350,1,0.0000
1269,133.5586,138.6405,0.00000,15.75397,1,0.0000
1270,133.5822,138.6429,0.00000,31.00379,1,0.0000
1271,133.5585,138.6429,0.00000,5.69724,1,0.0000
1272,133.5753,138.6446,0.00000,6.79078,1,0.0000
1273,133.5585,136.1036,0.00000,2.16912,1,0.0000
1274,133.5588,133.5626,0.00000,4.30960,1,0.0000
1275,158.9685,136.1036,0.00000,614.49164,1,1.0000
1276,133.5587,136.1036,0.00000,35.81653,1,0.0000
1277,133.5586,136.1036,0.00000,32.30242,1,0.0000
1278,133.5585,136.1036,0.00000,3.33199,1,0.0000
1279,133.5605,136.1038,0.00000,7.36149,1,0.0000
1280,133.5585,136.1014,0.00000,1.59996,1,0.0000
1281,133.5585,136.1014,0.00000,3.02635,1,0.0000
1282,133.5585,136.0998,0.00000,0.35796,1,0.0000
1283,133.5604,136.1000,0.00000,0.09097,1,0.0000
1284,133.5674,136.1008,0.00000,0.20238,1,0.0000
1285,133.5674,133.5607,0.00000,0.19657,1,0.0000
1286,133.5585,133.5607,0.00000,0.10066,1,0.0000
1287,133.5585,133.5607,0.00000,0.17147,1,0.0000
1288,133.5585,133.5607,0.00000,0.15313,1,0.0000
1289,158.9685,136.1015,0.00000,553.47924,1,1.0000
1290,133.5585,136.1015,0.00000,47.35654,1,0.0000
1291,133.5585,136.1015,0.00000,40.38151,1,0.0000
1292,133.5585,136.1015,0.00000,4.09978,1,0.0000
1293,133.5585,136.1013,0.00000,5.36573,1,0.0000
1294,133.5687,136.1014,0.00000,1.73765,1,0.0000
1295,158.9685,138.6415,0.00000,469.41808,1,1.0000
1296,158.9685,141.1825,0.00000,242.86538,1,1.0000
1297,133.5585,141.1825,0.00000,318.26534,1,0.0000
1298,133.5585,141.1825,0.00000,361.32300,1,0.0000
1299,158.9685,141.1825,0.00000,85.44610,1,1.0000
1300,158.9685,143.7235,0.00000,52.28973,1,1.0000
1301,133.5672,143.7244,0.00000,548.41132,1,0.0000
1302,133.5585,143.7244,0.00000,517.51952,1,0.0000
1303,158.9685,146.2654,0.00000,46.56370,1,1.0000
1304,158.9685,148.8054,0.00000,31.26336,1,1.0000
1305,133.5585,146.2644,0.00000,602.48137,1,0.0000
1306,133.5585,143.7234,0.00000,552.85582,1,0.0000
1307,133.5584,143.7234,0.00000,301.76561,1,0.0000
1308,158.9685,146.2644,0.00000,249.63572,1,1.0000
1309,158.9685,146.2644,0.00000,280.68750,1,1.0000
1310,133.5585,143.7234,0.00000,133.29648,1,0.0000
1311,133.5585,143.7225,0.00000,92.97824,1,0.0000
1312,133.5687,143.7235,0.00000,14.13715,1,0.0000
1313,133.5785,141.1845,0.00000,8.85120,1,0.0000
1314,133.5585,138.6435,0.00000,5.46819,1,0.0000
1315,133.5585,138.6435,0.00000,3.49070,1,0.0000
1316,133.5605,138.6437,0.00000,1.59034,1,0.0000
1317,133.5674,138.6446,0.00000,3.37755,1,0.0000
1318,133.5585,136.1036,0.00000,0.73832,1,0.0000
1319,133.5585,133.5626,0.00000,0.55229,1,0.0000
1320,133.5585,133.5626,0.00000,0.36244,1,0.0000
1321,133.5585,133.5626,0.00000,0.06579,1,0.0000
1322,133.5585,133.5616,0.00000,0.34830,1,0.0000
1323,133.5585,133.5596,0.00000,0.99862,1,0.0000
1324,133.5585,133.5596,0.00000,1.49320,1,0.0000
1325,133.5606,133.5598,0.00000,0.72260,1,0.0000
1326,133.5785,133.5616,0.00000,0.25825,1,0.0000
1327,158.9685,136.1017,0.00000,590.32921,1,1.0000
1328,133.5585,136.1017,0.00000,15.87974,1,0.0000
1329,133.5589,136.1018,0.00000,5.94496,1,0.0000
1330,133.5586,136.1018,0.00000,6.78071,1,0.0000
1331,158.9685,138.6428,0.00000,741.21609,1,1.0000
1332,133.5971,138.6466,0.00000,4.39246,1,0.0000
1333,133.5585,138.6466,0.00000,1.98067,1,0.0000
1334,133.5585,138.6466,0.00000,2.54908,1,0.0000
1335,133.5585,138.6464,0.00000,0.99000,1,0.0000
1336,133.5585,138.6444,0.00000,0.58007,1,0.0000
1337,158.9685,138.6444,0.00000,640.18468,1,1.0000
1338,133.5585,138.6444,0.00000,11.47656,1,0.0000
1339,133.5585,138.6444,0.00000,4.49404,1,0.0000
1340,133.5677,138.6453,0.00000,1.25297,1,0.0000
1341,133.5586,136.1043,0.00000,1.19044,1,0.0000
1342,133.5900,136.1036,0.00000,0.63599,1,0.0000
1343,133.5586,136.1036,0.00000,0.29726,1,0.0000
1344,133.5585,136.1036,0.00000,0.07562,1,0.0000
1345,133.5585,136.1036,0.00000,0.27765,1,0.0000
1346,133.5585,136.1036,0.00000,0.02349,1,0.0000
1347,133.5604,133.5628,0.00000,0.11687,1,0.0000
1348,133.5585,133.5628,0.00000,0.21632,1,0.0000
1349,133.5585,133.5628,0.00000,0.02206,1,0.0000
1350,133.5585,133.5619,0.00000,0.12839,1,0.0000
1351,133.5585,133.5619,0.00000,0.20527,1,0.0000
1352,158.9685,136.0997,0.00000,618.45949,1,1.0000
1353,133.5585,136.0997,0.00000,12.52431,1,0.0000
1354,158.9685,138.6407,0.00000,479.36158,1,1.0000
1355,133.5585,138.6407,0.00000,30.20258,1,0.0000
1356,133.5606,138.6409,0.00000,11.00398,1,0.0000
1357,133.5585,138.6407,0.00000,4.52747,1,0.0000
1358,133.5585,138.6407,0.00000,3.17125,1,0.0000
1359,158.9685,141.1817,0.00000,462.78860,1,1.0000
1360,133.5585,141.1817,0.00000,127.44651,1,0.0000
1361,133.5779,141.1837,0.00000,147.41359,1,0.0000
1362,133.5653,138.6433,0.00000,58.17114,1,0.0000
1363,133.5585,138.6433,0.00000,6.17753,1,0.0000
1364,158.9685,138.6433,0.00000,955.89899,1,1.0000
1365,133.5653,138.6440,0.00000,15.41166,1,0.0000
1366,133.5589,138.6438,0.00000,5.75481,1,0.0000
1367,133.5586,138.6438,0.00000,11.98589,1,0.0000
1368,133.5585,138.6439,0.00000,2.59585,1,0.0000
1369,133.5585,136.1029,0.00000,8.25009,1,0.0000
1370,133.5585,136.1029,0.00000,2.10126,1,0.0000
1371,133.5585,136.1009,0.00000,5.77133,1,0.0000
1372,158.9685,138.6412,0.00000,626.98065,1,1.0000
1373,133.5585,138.6412,0.00000,1.08063,1,0.0000
1374,133.5753,136.1019,0.00000,0.31948,1,0.0000
1375,133.5585,136.1012,0.00000,0.23353,1,0.0000
1376,133.5585,136.1012,0.00000,0.82475,1,0.0000
1377,133.5586,136.1012,0.00000,0.08029,1,0.0000
1378,133.5586,136.1012,0.00000,0.04825,1,0.0000
1379,133.5585,136.1012,0.00000,0.36080,1,0.0000
1380,133.5683,136.1022,0.00000,0.47168,1,0.0000
1381,133.5585,136.1022,0.00000,0.35450,1,0.0000
1382,158.9685,136.1022,0.00000,587.23822,1,1.0000
1383,133.5585,136.1022,0.00000,17.52742,1,0.0000
1384,158.9685,138.6415,0.00000,451.02975,1,1.0000
1385,133.5585,138.6415,0.00000,37.94191,1,0.0000
1386,133.5585,138.6415,0.00000,15.44983,1,0.0000
1387,158.9685,141.1825,0.00000,714.91580,1,1.0000
1388,133.5586,141.1825,0.00000,1.62187,1,0.0000
1389,158.9685,143.7235,0.00000,507.02778,1,1.0000
1390,133.5585,143.7225,0.00000,65.12623,1,0.0000
1391,133.5604,143.7227,0.00000,58.28796,1,0.0000
1392,133.5586,141.1817,0.00000,8.41721,1,0.0000
1393,133.5585,141.1817,0.00000,10.41390,1,0.0000
1394,158.9685,141.1817,0.00000,753.23680,1,1.0000
1395,133.5586,141.1817,0.00000,4.97749,1,0.0000
1396,133.5653,141.1824,0.00000,2.44560,1,0.0000
1397,158.9685,141.1824,0.00000,706.27715,1,1.0000
1398,133.5680,141.1833,0.00000,1.93541,1,0.0000
1399,158.9685,141.1833,0.00000,533.06977,1,1.0000
1400,158.9685,143.7243,0.00000,346.68690,1,1.0000
1401,133.5606,143.7244,0.00000,182.81921,1,0.0000
1402,133.5585,143.7244,0.00000,195.08507,1,0.0000
1403,133.5585,143.7244,0.00000,82.58930,1,0.0000
1404,133.5585,141.1834,0.00000,6.33369,1,0.0000
1405,133.5610,141.1836,0.00000,19.47994,1,0.0000
1406,133.5585,141.1829,0.00000,8.67615,1,0.0000
1407,158.9685,141.1829,0.00000,479.26838,1,1.0000
1408,133.5585,141.1820,0.00000,132.11662,1,0.0000
1409,133.5585,138.6410,0.00000,162.04277,1,0.0000
1410,133.5585,136.1000,0.00000,70.86163,1,0.0000
1411,133.5585,136.0998,0.00000,5.68690,1,0.0000
1412,133.5585,136.0998,0.00000,19.93927,1,0.0000
1413,158.9685,138.6408,0.00000,786.04976,1,1.0000
1414,133.5971,138.6446,0.00000,4.40453,1,0.0000
1415,133.5585,138.6444,0.00000,2.75163,1,0.0000
1416,158.9685,141.1854,0.00000,686.48801,1,1.0000
1417,133.5586,138.6444,0.00000,0.44009,1,0.0000
1418,133.5585,138.6444,0.00000,0.17734,1,0.0000
1419,133.5585,138.6444,0.00000,0.89298,1,0.0000
1420,133.5674,138.6453,0.00000,0.07575,1,0.0000
1421,158.9685,141.1863,0.00000,589.63371,1,1.0000
1422,133.5585,141.1863,0.00000,20.71932,1,0.0000
1423,133.5597,138.6454,0.00000,10.41231,1,0.0000
1424,133.5672,138.6424,0.00000,2.32360,1,0.0000
1425,133.5596,138.6425,0.00000,1.31997,1,0.0000
1426,158.9685,138.6425,0.00000,480.05628,1,1.0000
1427,133.5585,138.6425,0.00000,78.55710,1,0.0000
1428,133.5585,138.6425,0.00000,72.87356,1,0.0000
1429,158.9685,141.1835,0.00000,424.66266,1,1.0000
1430,133.5585,141.1826,0.00000,19.46619,1,0.0000
1431,133.5585,138.6416,0.00000,2.49704,1,0.0000
1432,133.5585,138.6416,0.00000,2.74017,1,0.0000
1433,133.5680,138.6424,0.00000,2.22119,1,0.0000
1434,133.5687,138.6426,0.00000,1.66353,1,0.0000
1435,133.5585,138.6425,0.00000,0.98988,1,0.0000
1436,133.5771,136.1033,0.00000,0.40931,1,0.0000
1437,133.5585,136.1033,0.00000,0.12330,1,0.0000
1438,133.5586,136.1033,0.00000,0.06094,1,0.0000
1439,133.5585,133.5623,0.00000,0.28058,1,0.0000
1440,133.5585,133.5623,0.00000,0.56502,1,0.0000
1441,133.5585,133.5623,0.00000,0.46352,1,0.0000
1442,133.5585,133.5623,0.00000,0.06153,1,0.0000
1443,133.5585,133.5614,0.00000,0.40509,1,0.0000
1444,133.5585,133.5604,0.00000,0.82250,1,0.0000
1445,158.9685,136.1014,0.00000,649.72093,1,1.0000
1446,133.5586,136.0995,0.00000,1.53050,1,0.0000
1447,133.5585,136.0995,0.00000,1.29226,1,0.0000
1448,133.5587,136.0995,0.00000,0.66878,1,0.0000
1449,133.5585,136.0995,0.00000,0.26536,1,0.0000
1450,133.5585,136.0995,0.00000,0.06454,1,0.0000
1451,158.9685,138.6405,0.00000,597.58983,1,1.0000
1452,133.5585,138.6405,0.00000,20.90877,1,0.0000
1453,133.5687,138.6416,0.00000,11.12270,1,0.0000
1454,158.9685,141.1826,0.00000,705.98241,1,1.0000
1455,133.5606,138.6418,0.00000,0.80829,1,0.0000
1456,133.5687,138.6428,0.00000,0.25231,1,0.0000
1457,133.5585,138.6428,0.00000,0.06891,1,0.0000
1458,158.9685,141.1838,0.00000,596.31081,1,1.0000
1459,133.5585,141.1838,0.00000,21.36155,1,0.0000
1460,133.5584,141.1837,0.00000,11.58170,1,0.0000
1461,133.5585,138.6427,0.00000,1.59296,1,0.0000
1462,158.9685,141.1837,0.00000,655.21042,1,1.0000
1463,133.5677,141.1836,0.00000,15.02913,1,0.0000
1464,133.5585,138.6426,0.00000,8.67654,1,0.0000
1465,133.5585,138.6424,0.00000,2.20405,1,0.0000
1466,133.5584,138.6414,0.00000,0.92041,1,0.0000
1467,133.5585,138.6414,0.00000,0.23206,1,0.0000
1468,133.5585,136.1004,0.00000,0.06189,1,0.0000
1469,133.5674,136.1013,0.00000,0.05834,1,0.0000
1470,133.5585,136.1013,0.00000,0.23291,1,0.0000
1471,133.5585,136.1013,0.00000,0.06735,1,0.0000
1472,133.5586,133.5603,0.00000,0.05843,1,0.0000
1473,133.5674,133.5603,0.00000,0.23488,1,0.0000
1474,158.9685,136.1013,0.00000,614.06871,1,1.0000
1475,133.5585,136.1013,0.00000,19.82926,1,0.0000
1476,133.5585,136.1013,0.00000,11.20330,1,0.0000
1477,133.5585,136.1013,0.00000,1.50371,1,0.0000
1478,133.5585,136.1013,0.00000,0.71421,1,0.0000
1479,133.5588,136.1004,0.00000,0.26083,1,0.0000
1480,158.9685,138.6414,0.00000,604.33119,1,1.0000
1481,133.5586,138.6414,0.00000,21.27923,1,0.0000
1482,133.5585,138.6414,0.00000,12.09674,1,0.0000
1483,133.5585,138.6405,0.00000,5.74433,1,0.0000
1484,133.5585,136.0995,0.00000,10.59189,1,0.0000
1485,133.5585,136.0995,0.00000,1.18275,1,0.0000
1486,133.5585,136.0995,0.00000,0.96610,1,0.0000
1487,133.5587,136.0996,0.00000,1.08067,1,0.0000
1488,133.5585,136.0996,0.00000,0.70288,1,0.0000
1489,133.5585,136.0995,0.00000,1.35122,1,0.0000
1490,133.5585,133.5585,0.00000,0.68236,1,0.0000
1491,133.5598,133.5587,0.00000,0.30977,1,0.0000
1492,133.5699,133.5598,0.00000,0.12018,1,0.0000
1493,133.5585,133.5598,0.00000,0.16418,1,0.0000
1494,133.5584,133.5598,0.00000,0.23111,1,0.0000
1495,133.5586,133.5598,0.00000,0.07561,1,0.0000
1496,133.5606,133.5600,0.00000,0.01700,1,0.0000
1497,133.5585,133.5600,0.00000,0.17484,1,0.0000
1498,133.5586,133.5600,0.00000,0.13094,1,0.0000
1499,133.5585,133.5600,0.00000,0.21614,1,0.0000
1500,133.5585,133.5600,0.00000,0.07147,1,0.0000
1501,133.5585,133.5599,0.00000,0.01552,1,0.0000
1502,133.5671,133.5596,0.00000,0.18460,1,0.0000
1503,133.5585,133.5596,0.00000,0.12203,1,0.0000
1504,133.5585,133.5596,0.00000,0.21041,1,0.0000
1505,158.9685,136.1006,0.00000,610.70976,1,1.0000
1506,133.5771,136.1022,0.00000,21.05710,1,0.0000
1507,133.5585,136.1022,0.00000,12.52415,1,0.0000
1508,158.9685,138.6432,0.00000,687.91339,1,1.0000
1509,133.5585,138.6432,0.00000,0.65130,1,0.0000
1510,133.5584,138.6432,0.00000,0.61277,1,0.0000
1511,133.5585,138.6432,0.00000,1.43382,1,0.0000
