episode,reward,rolling_reward,actor_loss,critic_loss,blackout,stealth_rate
57,133.5687,136.1064,0.00000,1.50155,1,0.0000
58,133.5585,136.1064,0.00000,1.06666,1,0.0000
59,133.5604,133.5656,0.00000,1.97575,1,0.0000
60,158.9685,136.1066,0.00000,563.75321,1,1.0000
61,133.5604,136.1068,0.00000,50.16009,1,0.0000
62,133.5822,136.1091,0.00000,48.76155,1,0.0000
63,133.5585,136.1091,0.00000,7.46911,1,0.0000
64,158.9685,138.6501,0.00000,797.15735,1,1.0000
65,133.5587,138.6482,0.00000,3.76086,1,0.0000
66,158.9685,141.1853,0.00000,459.02482,1,1.0000
67,158.9685,143.7253,0.00000,161.18573,1,1.0000
68,133.5585,143.7253,0.00000,514.78223,1,0.0000
69,133.5585,143.7251,0.00000,634.61929,1,0.0000
70,133.5585,141.1841,0.00000,465.84605,1,0.0000
71,133.5585,141.1839,0.00000,199.96014,1,0.0000
72,158.9685,143.7225,0.00000,388.44386,1,1.0000
73,133.5585,143.7225,0.00000,6.97997,1,0.0000
74,133.5596,141.1816,0.00000,2.86853,1,0.0000
75,158.9685,143.7226,0.00000,680.69405,1,1.0000
76,133.5585,141.1816,0.00000,10.48267,1,0.0000
77,133.5585,138.6406,0.00000,5.71539,1,0.0000
78,133.5587,138.6406,0.00000,3.34315,1,0.0000
79,133.5585,138.6406,0.00000,1.59490,1,0.0000
80,133.5585,138.6406,0.00000,2.38088,1,0.0000
81,158.9685,141.1816,0.00000,629.28040,1,1.0000
82,158.9685,141.1816,0.00000,499.09334,1,1.0000
83,133.5585,141.1816,0.00000,69.50587,1,0.0000
84,133.5585,141.1815,0.00000,65.68856,1,0.0000
85,158.9685,141.1815,0.00000,433.76795,1,1.0000
86,133.5585,141.1815,0.00000,18.00190,1,0.0000
87,158.9685,143.7225,0.00000,543.22734,1,1.0000
88,133.5585,143.7225,0.00000,6.80661,1,0.0000
89,133.5771,143.7244,0.00000,1.90093,1,0.0000
90,133.5584,143.7244,0.00000,5.00872,1,0.0000
91,133.5585,141.1834,0.00000,1.38950,1,0.0000
92,158.9685,141.1834,0.00000,531.05653,1,1.0000
93,158.9685,143.7244,0.00000,339.11820,1,1.0000
94,133.5585,143.7244,0.00000,188.05352,1,0.0000
95,133.5585,141.1834,0.00000,204.00717,1,0.0000
96,133.5585,141.1834,0.00000,92.96735,1,0.0000
97,133.5606,138.6426,0.00000,8.46212,1,0.0000
98,133.5585,138.6426,0.00000,30.49267,1,0.0000
99,133.5585,138.6407,0.00000,30.52243,1,0.0000
100,133.5606,138.6409,0.00000,3.34944,1,0.0000
101,158.9685,141.1819,0.00000,464.71467,1,1.0000
102,133.5585,138.6409,0.00000,82.99119,1,0.0000
103,133.5604,136.1001,0.00000,77.90463,1,0.0000
104,133.5971,136.1040,0.00000,15.88894,1,0.0000
105,158.9685,138.6450,0.00000,816.77638,1,1.0000
106,133.5585,138.6450,0.00000,15.47127,1,0.0000
107,133.5585,138.6448,0.00000,2.68352,1,0.0000
108,158.9685,141.1858,0.00000,427.71106,1,1.0000
109,133.5585,141.1858,0.00000,95.93787,1,0.0000
110,133.5585,141.1856,0.00000,87.93336,1,0.0000
111,158.9685,141.1856,0.00000,389.59827,1,1.0000
112,133.5753,141.1872,0.00000,27.32458,1,0.0000
113,133.5585,141.1870,0.00000,4.50055,1,0.0000
114,133.5585,141.1832,0.00000,8.42553,1,0.0000
115,158.9685,141.1832,0.00000,707.25699,1,1.0000
116,133.5586,141.1832,0.00000,11.31546,1,0.0000
117,133.5683,141.1842,0.00000,7.59397,1,0.0000
118,133.5785,138.6452,0.00000,1.69587,1,0.0000
119,133.5604,138.6454,0.00000,0.72413,1,0.0000
120,133.5586,138.6454,0.00000,0.52656,1,0.0000
121,133.5586,136.1044,0.00000,1.27332,1,0.0000
122,133.5606,136.1029,0.00000,0.78010,1,0.0000
123,133.5585,136.1029,0.00000,0.96127,1,0.0000
124,133.5585,136.1029,0.00000,0.66140,1,0.0000
125,133.5585,133.5619,0.00000,0.66101,1,0.0000
126,133.5585,133.5619,0.00000,0.99554,1,0.0000
127,158.9685,136.1019,0.00000,517.27628,1,1.0000
128,133.5606,136.1001,0.00000,74.10923,1,0.0000
129,133.5585,136.0999,0.00000,75.97620,1,0.0000
130,133.5586,136.0999,0.00000,16.81323,1,0.0000
131,133.5585,136.0999,0.00000,9.87635,1,0.0000
132,133.5585,136.0997,0.00000,13.12647,1,0.0000
133,133.5585,136.0997,0.00000,1.28917,1,0.0000
134,133.5672,136.1006,0.00000,1.12145,1,0.0000
135,133.5588,136.1006,0.00000,0.47214,1,0.0000
136,133.5585,136.1006,0.00000,0.15404,1,0.0000
137,133.5585,133.5596,0.00000,0.12335,1,0.0000
138,158.9685,136.1004,0.00000,650.61746,1,1.0000
139,133.5585,136.1004,0.00000,2.66073,1,0.0000
140,133.6014,136.1047,0.00000,0.43799,1,0.0000
141,133.5585,136.1047,0.00000,0.10114,1,0.0000
142,133.5900,136.1078,0.00000,0.15029,1,0.0000
143,133.5585,136.1078,0.00000,0.14933,1,0.0000
144,133.5585,136.1070,0.00000,0.23156,1,0.0000
145,158.9685,138.6479,0.00000,643.23000,1,1.0000
146,133.5604,138.6481,0.00000,3.03235,1,0.0000
147,133.5588,138.6482,0.00000,0.40484,1,0.0000
148,133.5585,136.1072,0.00000,0.11366,1,0.0000
149,133.5585,136.1072,0.00000,0.12217,1,0.0000
150,133.5586,136.1029,0.00000,0.16400,1,0.0000
151,133.5585,136.1029,0.00000,0.27159,1,0.0000
152,133.5585,136.0997,0.00000,0.01567,1,0.0000
153,133.5753,136.1014,0.00000,0.00998,1,0.0000
154,133.5671,136.1023,0.00000,0.15015,1,0.0000
155,133.5585,133.5613,0.00000,0.14195,1,0.0000
156,158.9685,136.1021,0.00000,647.92723,1,1.0000
157,133.5585,136.1021,0.00000,2.90948,1,0.0000
158,133.5604,136.1022,0.00000,0.40149,1,0.0000
159,158.9685,138.6432,0.00000,603.38536,1,1.0000
160,133.5585,138.6432,0.00000,24.28400,1,0.0000
161,133.5585,138.6432,0.00000,15.81176,1,0.0000
162,133.5606,138.6434,0.00000,3.29829,1,0.0000
163,133.5585,138.6418,0.00000,5.97218,1,0.0000
164,158.9685,141.1819,0.00000,552.43495,1,1.0000
165,133.5585,141.1819,0.00000,70.27167,1,0.0000
166,158.9685,141.1819,0.00000,221.00051,1,1.0000
167,133.5653,141.1826,0.00000,198.24775,1,0.0000
168,133.5588,141.1824,0.00000,158.53729,1,0.0000
169,133.5585,138.6414,0.00000,44.19306,1,0.0000
170,133.5585,138.6414,0.00000,8.62070,1,0.0000
171,133.5672,138.6423,0.00000,28.55611,1,0.0000
172,133.5585,138.6421,0.00000,8.00541,1,0.0000
173,133.5585,138.6421,0.00000,9.11838,1,0.0000
174,133.5672,136.1020,0.00000,8.00755,1,0.0000
175,133.5585,136.1020,0.00000,4.68103,1,0.0000
176,133.5900,133.5641,0.00000,7.19782,1,0.0000
177,133.5585,133.5634,0.00000,2.85772,1,0.0000
178,133.5672,133.5643,0.00000,3.39224,1,0.0000
179,133.5586,133.5643,0.00000,2.10517,1,0.0000
180,133.5585,133.5643,0.00000,0.91231,1,0.0000
181,133.5585,133.5634,0.00000,1.00368,1,0.0000
182,133.5585,133.5634,0.00000,0.28077,1,0.0000
183,133.5588,133.5634,0.00000,0.33244,1,0.0000
184,158.9685,136.1036,0.00000,684.11320,1,1.0000
185,158.9685,138.6446,0.00000,492.28864,1,1.0000
186,133.5585,138.6414,0.00000,90.17837,1,0.0000
187,133.5586,138.6414,0.00000,94.93662,1,0.0000
188,133.5585,138.6406,0.00000,25.43137,1,0.0000
189,133.5585,138.6405,0.00000,5.10749,1,0.0000
190,158.9685,141.1815,0.00000,782.14330,1,1.0000
191,133.5585,141.1815,0.00000,3.31284,1,0.0000
192,133.5585,141.1815,0.00000,4.19009,1,0.0000
193,133.5587,141.1815,0.00000,1.44672,1,0.0000
194,133.5771,138.6424,0.00000,1.05282,1,0.0000
195,133.5587,136.1014,0.00000,1.59035,1,0.0000
196,133.5672,136.1023,0.00000,2.88373,1,0.0000
197,133.5585,136.1023,0.00000,1.01182,1,0.0000
198,158.9685,138.6433,0.00000,518.28499,1,1.0000
199,133.5585,138.6433,0.00000,42.63276,1,0.0000
200,133.5610,136.1025,0.00000,29.03427,1,0.0000
201,158.9685,138.6435,0.00000,592.13879,1,1.0000
202,133.5585,138.6435,0.00000,0.37876,1,0.0000
203,133.5585,138.6435,0.00000,0.45581,1,0.0000
204,133.5585,138.6416,0.00000,0.30355,1,0.0000
205,133.5588,138.6417,0.00000,0.54464,1,0.0000
206,133.5586,138.6408,0.00000,0.28326,1,0.0000
207,133.5585,138.6408,0.00000,0.57809,1,0.0000
208,133.5585,136.0998,0.00000,0.27763,1,0.0000
209,133.5585,136.0998,0.00000,0.58472,1,0.0000
210,133.5604,136.0997,0.00000,0.27658,1,0.0000
211,133.5585,133.5587,0.00000,0.57930,1,0.0000
212,158.9685,136.0997,0.00000,553.99555,1,1.0000
213,133.5585,136.0997,0.00000,37.11376,1,0.0000
214,133.5588,136.0998,0.00000,26.54417,1,0.0000
215,133.5585,136.0997,0.00000,3.84663,1,0.0000
216,133.5694,136.1008,0.00000,15.60733,1,0.0000
217,133.5585,136.1008,0.00000,3.47262,1,0.0000
218,158.9685,138.6418,0.00000,454.44693,1,1.0000
219,133.5585,138.6418,0.00000,107.51073,1,0.0000
220,158.9685,141.1826,0.00000,169.54411,1,1.0000
221,133.5585,141.1826,0.00000,251.41633,1,0.0000
222,133.5680,138.6426,0.00000,202.81490,1,0.0000
223,133.5822,138.6449,0.00000,65.34850,1,0.0000
224,133.5677,138.6458,0.00000,4.87683,1,0.0000
225,133.5585,138.6458,0.00000,16.28660,1,0.0000
226,133.5585,138.6447,0.00000,3.41455,1,0.0000
227,133.5585,138.6447,0.00000,6.60935,1,0.0000
228,158.9685,138.6447,0.00000,541.59058,1,1.0000
229,133.5585,138.6447,0.00000,14.59594,1,0.0000
230,133.5585,136.1037,0.00000,3.42679,1,0.0000
231,158.9685,138.6447,0.00000,761.71745,1,1.0000
232,133.5585,138.6438,0.00000,1.24411,1,0.0000
233,133.5586,138.6414,0.00000,1.61151,1,0.0000
234,133.5585,138.6405,0.00000,1.83976,1,0.0000
235,133.5585,138.6405,0.00000,0.28571,1,0.0000
236,133.5585,138.6405,0.00000,0.41426,1,0.0000
237,133.5585,138.6405,0.00000,0.54565,1,0.0000
238,133.5586,136.0995,0.00000,0.19545,1,0.0000
239,133.5585,136.0995,0.00000,0.02287,1,0.0000
240,133.5672,136.1004,0.00000,0.04264,1,0.0000
241,133.5585,133.5594,0.00000,0.06568,1,0.0000
242,133.5585,133.5594,0.00000,0.08938,1,0.0000
243,133.5585,133.5594,0.00000,0.43916,1,0.0000
244,133.5585,133.5594,0.00000,0.54217,1,0.0000
245,133.5585,133.5594,0.00000,0.19213,1,0.0000
246,158.9685,136.1004,0.00000,570.81490,1,1.0000
247,133.5586,136.1004,0.00000,38.00374,1,0.0000
248,158.9685,138.6414,0.00000,332.56644,1,1.0000
249,133.5585,138.6414,0.00000,97.81809,1,0.0000
250,133.5585,138.6405,0.00000,62.97564,1,0.0000
251,133.5585,138.6405,0.00000,6.82005,1,0.0000
252,133.5585,138.6405,0.00000,21.41041,1,0.0000
253,133.5585,138.6405,0.00000,15.71802,1,0.0000
254,133.5585,138.6405,0.00000,2.86148,1,0.0000
255,133.5585,138.6405,0.00000,4.89332,1,0.0000
256,133.5585,136.0995,0.00000,1.42506,1,0.0000
257,133.5585,136.0995,0.00000,0.69785,1,0.0000
258,158.9685,136.0995,0.00000,556.71637,1,1.0000
259,133.5587,136.0995,0.00000,28.17490,1,0.0000
260,133.5586,136.0995,0.00000,15.75236,1,0.0000
261,133.5598,136.0997,0.00000,4.58669,1,0.0000
262,133.5586,136.0997,0.00000,8.94876,1,0.0000
263,133.5585,136.0997,0.00000,1.39505,1,0.0000
264,158.9685,138.6407,0.00000,522.81590,1,1.0000
265,133.5585,138.6407,0.00000,34.11695,1,0.0000
266,133.5585,138.6407,0.00000,19.04024,1,0.0000
267,133.5585,138.6407,0.00000,3.74214,1,0.0000
268,158.9685,138.6407,0.00000,789.84671,1,1.0000
269,133.5585,138.6406,0.00000,1.69557,1,0.0000
270,133.5585,138.6406,0.00000,1.59253,1,0.0000
271,133.5585,138.6405,0.00000,0.51484,1,0.0000
272,133.5585,138.6405,0.00000,1.35783,1,0.0000
273,133.5585,138.6405,0.00000,0.84699,1,0.0000
274,133.5671,136.1004,0.00000,0.67716,1,0.0000
275,133.5586,136.1004,0.00000,0.71297,1,0.0000
276,133.5687,136.1014,0.00000,1.13574,1,0.0000
277,133.5586,136.1014,0.00000,0.91503,1,0.0000
278,133.5585,133.5604,0.00000,1.00438,1,0.0000
279,133.5604,133.5606,0.00000,0.68746,1,0.0000
280,158.9685,136.1016,0.00000,541.24243,1,1.0000
281,133.5586,136.1016,0.00000,32.21944,1,0.0000
282,133.5585,136.1016,0.00000,18.79263,1,0.0000
283,158.9685,138.6426,0.00000,656.11757,1,1.0000
284,133.5687,138.6428,0.00000,0.09333,1,0.0000
285,158.9685,141.1838,0.00000,663.26234,1,1.0000
286,158.9685,143.7237,0.00000,495.42292,1,1.0000
287,133.5604,143.7239,0.00000,83.24637,1,0.0000
288,133.5585,143.7239,0.00000,83.76984,1,0.0000
289,133.5586,143.7237,0.00000,18.86165,1,0.0000
290,133.5585,141.1827,0.00000,9.76384,1,0.0000
291,133.5585,141.1827,0.00000,13.16342,1,0.0000
292,133.5674,141.1836,0.00000,1.40121,1,0.0000
293,133.5586,138.6426,0.00000,1.31017,1,0.0000
294,133.5585,138.6416,0.00000,0.42226,1,0.0000
295,133.5604,136.1008,0.00000,0.14262,1,0.0000
296,133.5585,133.5598,0.00000,0.15601,1,0.0000
297,133.5585,133.5596,0.00000,0.11149,1,0.0000
298,133.5589,133.5596,0.00000,0.19059,1,0.0000
299,133.5585,133.5596,0.00000,0.30382,1,0.0000
300,133.5585,133.5596,0.00000,0.01404,1,0.0000
301,133.5585,133.5596,0.00000,0.01312,1,0.0000
302,133.5586,133.5588,0.00000,0.20987,1,0.0000
303,158.9685,136.0997,0.00000,565.63370,1,1.0000
304,133.5674,136.1006,0.00000,30.18869,1,0.0000
305,133.5672,136.1013,0.00000,18.92977,1,0.0000
306,133.5672,136.1022,0.00000,3.06143,1,0.0000
307,133.5604,136.1024,0.00000,5.64291,1,0.0000
308,133.5584,136.1023,0.00000,2.84196,1,0.0000
309,133.5588,136.1024,0.00000,3.00276,1,0.0000
310,133.5584,136.1023,0.00000,3.14243,1,0.0000
311,133.5590,136.1024,0.00000,0.99078,1,0.0000
312,133.5751,136.1040,0.00000,0.54315,1,0.0000
313,158.9685,136.1040,0.00000,686.63307,1,1.0000
314,133.5585,136.1032,0.00000,1.75600,1,0.0000
315,133.5585,136.1023,0.00000,0.44895,1,0.0000
316,133.5585,136.1014,0.00000,0.12614,1,0.0000
317,133.6014,136.1055,0.00000,0.13947,1,0.0000
318,133.5585,136.1055,0.00000,0.21259,1,0.0000
319,158.9685,138.6465,0.00000,579.71437,1,1.0000
320,158.9685,141.1875,0.00000,335.60087,1,1.0000
321,133.5585,141.1875,0.00000,219.05274,1,0.0000
322,133.5585,141.1858,0.00000,250.30286,1,0.0000
323,133.5585,138.6448,0.00000,126.01095,1,0.0000
324,133.5585,138.6448,0.00000,14.59478,1,0.0000
325,133.5585,138.6448,0.00000,18.75111,1,0.0000
326,133.5585,138.6448,0.00000,18.10912,1,0.0000
327,158.9685,141.1815,0.00000,598.27991,1,1.0000
328,158.9685,143.7225,0.00000,249.61612,1,1.0000
329,133.5585,141.1815,0.00000,384.53955,1,0.0000
330,133.5588,138.6405,0.00000,483.34749,1,0.0000
331,133.5586,138.6405,0.00000,327.68604,1,0.0000
332,133.5585,138.6405,0.00000,107.40216,1,0.0000
333,133.5585,138.6405,0.00000,8.07109,1,0.0000
334,158.9685,141.1815,0.00000,998.08144,1,1.0000
335,158.9685,143.7225,0.00000,937.44826,1,1.0000
336,133.5585,143.7225,0.00000,3.80429,1,0.0000
337,158.9685,143.7225,0.00000,390.13603,1,1.0000
338,158.9685,143.7225,0.00000,152.62556,1,1.0000
339,133.5585,143.7225,0.00000,493.21201,1,0.0000
340,158.9685,146.2635,0.00000,1.04908,1,1.0000
341,133.5585,146.2635,0.00000,688.56650,1,0.0000
342,158.9685,148.8045,0.00000,6.10706,1,1.0000
343,133.5687,148.8055,0.00000,527.39827,1,0.0000
344,133.5677,146.2654,0.00000,361.61404,1,0.0000
345,133.5585,143.7244,0.00000,125.65414,1,0.0000
346,133.5585,143.7244,0.00000,8.68542,1,0.0000
347,133.5585,141.1834,0.00000,29.44551,1,0.0000
348,133.5585,138.6424,0.00000,20.55307,1,0.0000
349,133.5585,138.6424,0.00000,2.28113,1,0.0000
350,133.5585,136.1014,0.00000,3.72814,1,0.0000
351,133.5587,136.1015,0.00000,0.71744,1,0.0000
352,133.5687,133.5615,0.00000,0.50844,1,0.0000
353,133.5971,133.5643,0.00000,0.17336,1,0.0000
354,133.5586,133.5634,0.00000,0.02041,1,0.0000
355,133.5585,133.5634,0.00000,0.01640,1,0.0000
356,133.5586,133.5634,0.00000,0.18417,1,0.0000
357,133.6014,133.5677,0.00000,0.15248,1,0.0000
358,133.5677,133.5686,0.00000,0.22532,1,0.0000
359,158.9685,136.1096,0.00000,611.68813,1,1.0000
360,133.5585,136.1096,0.00000,21.28131,1,0.0000
361,133.5777,136.1115,0.00000,12.40113,1,0.0000
362,133.5585,136.1105,0.00000,5.41770,1,0.0000
363,133.5585,136.1067,0.00000,9.90927,1,0.0000
364,133.5585,136.1066,0.00000,1.36330,1,0.0000
365,158.9685,138.6476,0.00000,523.11998,1,1.0000
366,133.5585,138.6476,0.00000,34.60535,1,0.0000
367,133.5585,138.6433,0.00000,19.52076,1,0.0000
368,133.5585,138.6424,0.00000,3.62345,1,0.0000
369,133.5585,136.1014,0.00000,7.25060,1,0.0000
370,158.9685,138.6424,0.00000,568.16644,1,1.0000
371,133.5585,138.6405,0.00000,64.99126,1,0.0000
372,133.5671,138.6414,0.00000,70.38296,1,0.0000
373,158.9685,141.1824,0.00000,411.53640,1,1.0000
374,158.9685,143.7234,0.00000,346.27094,1,1.0000
375,133.5585,141.1824,0.00000,132.98322,1,0.0000
376,133.5585,141.1824,0.00000,115.67753,1,0.0000
377,133.5585,141.1824,0.00000,28.16000,1,0.0000
378,158.9685,143.7234,0.00000,768.04942,1,1.0000
379,133.5585,143.7234,0.00000,10.45548,1,0.0000
380,133.5587,141.1824,0.00000,1.62938,1,0.0000
381,158.9685,143.7234,0.00000,510.54954,1,1.0000
382,133.5584,143.7225,0.00000,39.17300,1,0.0000
383,133.5585,141.1815,0.00000,23.36844,1,0.0000
384,133.5597,138.6406,0.00000,2.65676,1,0.0000
385,158.9685,141.1816,0.00000,759.93474,1,1.0000
386,133.5585,141.1816,0.00000,3.01994,1,0.0000
387,133.5586,141.1816,0.00000,3.10082,1,0.0000
388,133.5687,138.6417,0.00000,3.22891,1,0.0000
389,158.9685,141.1827,0.00000,654.93672,1,1.0000
390,133.5585,141.1826,0.00000,19.17320,1,0.0000
391,133.5586,138.6416,0.00000,13.32326,1,0.0000
392,133.5900,138.6448,0.00000,4.04230,1,0.0000
393,133.5585,138.6448,0.00000,6.81886,1,0.0000
394,133.5585,138.6447,0.00000,2.61459,1,0.0000
395,158.9685,138.6447,0.00000,489.09538,1,1.0000
396,133.5585,138.6447,0.00000,44.88247,1,0.0000
397,133.5585,138.6447,0.00000,27.39747,1,0.0000
398,133.5585,138.6437,0.00000,2.21068,1,0.0000
399,133.5585,136.1027,0.00000,3.49299,1,0.0000
400,133.5585,136.1027,0.00000,0.59219,1,0.0000
401,133.5585,136.1027,0.00000,0.70378,1,0.0000
402,133.5588,136.0995,0.00000,0.14829,1,0.0000
403,133.5585,136.0995,0.00000,0.15526,1,0.0000
404,158.9685,138.6405,0.00000,552.57762,1,1.0000
405,133.5585,136.0995,0.00000,34.18647,1,0.0000
406,133.5585,136.0995,0.00000,22.30016,1,0.0000
407,133.5585,136.0995,0.00000,2.36869,1,0.0000
408,158.9685,138.6405,0.00000,746.67935,1,1.0000
409,133.5585,138.6405,0.00000,0.56472,1,0.0000
410,133.5674,138.6414,0.00000,0.65593,1,0.0000
411,133.5587,138.6414,0.00000,0.14941,1,0.0000
412,133.5653,138.6421,0.00000,0.15001,1,0.0000
413,158.9685,141.1831,0.00000,546.72965,1,1.0000
414,133.5585,138.6421,0.00000,35.84303,1,0.0000
415,158.9685,141.1831,0.00000,355.51319,1,1.0000
416,158.9685,143.7241,0.00000,215.69424,1,1.0000
417,133.5585,143.7241,0.00000,300.77124,1,0.0000
418,133.5900,141.1862,0.00000,310.04391,1,0.0000
419,158.9685,143.7272,0.00000,125.47491,1,1.0000
420,133.5596,143.7265,0.00000,197.78473,1,0.0000
421,133.6014,143.7307,0.00000,103.19465,1,0.0000
422,158.9685,146.2711,0.00000,460.00384,1,1.0000
423,158.9685,146.2711,0.00000,464.76637,1,1.0000
424,133.5585,146.2711,0.00000,53.04333,1,0.0000
425,133.5585,143.7301,0.00000,33.75401,1,0.0000
426,133.5687,141.1901,0.00000,4.02949,1,0.0000
427,133.5588,141.1901,0.00000,15.91519,1,0.0000
428,133.5585,141.1869,0.00000,3.83859,1,0.0000
429,133.5585,138.6460,0.00000,4.58787,1,0.0000
430,133.5586,138.6459,0.00000,1.24272,1,0.0000
431,133.5585,138.6416,0.00000,1.66599,1,0.0000
432,133.5604,136.1008,0.00000,1.95583,1,0.0000
433,133.5605,133.5600,0.00000,1.37723,1,0.0000
434,133.5585,133.5600,0.00000,2.49529,1,0.0000
435,133.5586,133.5600,0.00000,1.50533,1,0.0000
436,158.9685,136.0999,0.00000,597.08708,1,1.0000
437,133.5674,136.1008,0.00000,7.84967,1,0.0000
438,133.5585,136.1008,0.00000,1.53377,1,0.0000
439,133.5585,136.1008,0.00000,0.95664,1,0.0000
440,158.9685,138.6418,0.00000,562.49331,1,1.0000
441,133.5585,138.6418,0.00000,35.96022,1,0.0000
442,133.5586,138.6416,0.00000,25.70462,1,0.0000
443,158.9685,141.1824,0.00000,602.77971,1,1.0000
444,133.5585,141.1824,0.00000,0.30532,1,0.0000
445,133.5689,141.1834,0.00000,0.55855,1,0.0000
446,133.5585,138.6424,0.00000,0.29497,1,0.0000
447,133.5585,138.6416,0.00000,0.55946,1,0.0000
448,133.5585,138.6416,0.00000,0.29302,1,0.0000
449,133.5585,138.6416,0.00000,0.55634,1,0.0000
450,133.5585,136.1006,0.00000,0.29454,1,0.0000
451,133.5586,136.1006,0.00000,0.54693,1,0.0000
452,133.5585,136.1006,0.00000,0.29776,1,0.0000
453,133.5587,133.5596,0.00000,0.53503,1,0.0000
454,133.5677,133.5605,0.00000,0.29882,1,0.0000
455,133.5604,133.5596,0.00000,0.52383,1,0.0000
456,133.5584,133.5596,0.00000,0.30683,1,0.0000
457,158.9685,136.1006,0.00000,670.77998,1,1.0000
458,133.5585,136.1006,0.00000,3.76243,1,0.0000
459,133.5585,136.1006,0.00000,1.15542,1,0.0000
460,133.5585,136.1006,0.00000,1.47545,1,0.0000
461,133.5597,136.1007,0.00000,2.50548,1,0.0000
462,133.5586,136.1008,0.00000,1.16574,1,0.0000
463,133.5585,136.1007,0.00000,1.79694,1,0.0000
464,133.5587,136.0998,0.00000,2.29505,1,0.0000
465,133.5587,136.0997,0.00000,1.16730,1,0.0000
466,133.5586,136.0997,0.00000,1.82054,1,0.0000
467,158.9685,136.0997,0.00000,491.89163,1,1.0000
468,133.5586,136.0997,0.00000,98.23182,1,0.0000
469,133.5585,136.0997,0.00000,106.92823,1,0.0000
470,158.9685,138.6407,0.00000,335.35317,1,1.0000
471,133.5585,138.6406,0.00000,49.38933,1,0.0000
472,133.5822,138.6429,0.00000,12.70826,1,0.0000
473,133.5605,138.6431,0.00000,8.40879,1,0.0000
474,133.5606,138.6433,0.00000,8.63931,1,0.0000
475,133.5971,138.6472,0.00000,3.81639,1,0.0000
476,133.5585,138.6472,0.00000,5.68073,1,0.0000
477,158.9685,138.6472,0.00000,680.34306,1,1.0000
478,133.5585,138.6471,0.00000,0.39903,1,0.0000
479,133.5585,138.6471,0.00000,0.28796,1,0.0000
