episode,curriculum_level,scenario,steps,reward,rolling_avg_reward,loss,success_rate,blocked_action_frequency,rollback_count,containment_conflicts,policy_confidence,unsafe_action_count
176,1,OVERLOAD,12,402.46,371.15,23979.4858,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2887,0.83,0.67
177,1,LINE_FAULT,12,304.50,361.22,7166.6750,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
178,1,OVERLOAD,12,402.82,361.30,24748.6301,1.00,1.00,12,1,0.0991,12,100.0,1.00,0.0380,0,1,2.2854,0.92,0.67
179,1,OVERLOAD,12,402.99,371.15,24196.0956,1.00,1.00,12,1,0.1010,12,100.0,1.00,0.0380,0,1,2.2848,0.83,0.58
180,1,OVERLOAD,12,395.99,369.77,24253.0003,1.00,1.00,12,0,0.1012,12,100.0,1.00,0.0380,0,1,2.2852,0.92,0.50
181,1,OVERLOAD,12,399.99,379.32,25135.4667,1.00,1.00,12,2,0.0944,12,100.0,1.00,0.0380,0,1,2.2861,0.83,0.50
182,1,LINE_FAULT,12,304.50,379.03,7710.7942,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
183,1,LINE_FAULT,12,316.44,379.03,10831.7211,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
184,1,LINE_FAULT,12,307.81,365.57,7002.7570,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
185,1,OVERLOAD,12,395.79,363.33,23370.9754,1.00,1.00,12,1,0.0994,12,100.0,1.00,0.0380,0,1,2.2865,0.75,0.67
186,1,LINE_FAULT,12,313.13,354.40,19610.5657,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
187,1,LINE_FAULT,12,307.81,354.73,6843.1290,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
188,1,OVERLOAD,12,403.79,354.82,22868.5075,1.00,1.00,12,1,0.1031,12,100.0,1.00,0.0380,0,1,2.2858,0.83,0.67
189,1,LINE_FAULT,12,313.13,345.84,15102.7935,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
190,1,LINE_FAULT,12,307.81,337.02,7947.5325,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
191,1,OVERLOAD,12,399.79,337.00,23278.9487,1.00,1.00,12,1,0.0988,12,100.0,1.00,0.0380,0,1,2.2857,0.75,0.58
192,1,OVERLOAD,12,398.99,346.45,23281.4727,1.00,1.00,12,1,0.0927,12,100.0,1.00,0.0380,0,1,2.2853,1.00,0.42
193,1,LINE_FAULT,12,304.50,345.25,8488.4768,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
194,1,LINE_FAULT,12,307.41,345.22,7935.9547,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
195,1,OVERLOAD,12,403.79,346.02,24570.2388,1.00,1.00,12,0,0.0992,12,100.0,1.00,0.0380,0,1,2.2845,1.00,0.58
196,1,OVERLOAD,12,398.99,354.60,22118.3459,1.00,1.00,12,1,0.0982,12,100.0,1.00,0.0380,0,1,2.2852,0.75,0.58
197,1,LINE_FAULT,12,304.50,354.27,13017.9172,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
198,1,LINE_FAULT,12,307.41,344.63,9437.3365,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
199,1,LINE_FAULT,12,316.44,344.96,10493.3541,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
200,1,LINE_FAULT,12,314.50,345.63,8047.5065,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
201,1,LINE_FAULT,12,307.81,336.43,9865.2358,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
202,1,LINE_FAULT,12,316.44,328.18,7860.6281,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
203,1,LINE_FAULT,12,307.81,328.51,11917.7461,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
204,1,OVERLOAD,12,399.79,337.75,21386.5564,1.00,1.00,12,0,0.1013,12,100.0,1.00,0.0380,0,1,2.2880,0.75,0.58
205,1,LINE_FAULT,12,304.50,327.82,11148.1160,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
206,1,LINE_FAULT,12,316.44,319.56,8981.2976,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
207,1,OVERLOAD,12,403.61,329.47,24003.4748,1.00,1.00,12,0,0.0952,12,100.0,1.00,0.0380,0,1,2.2875,1.00,0.67
208,1,OVERLOAD,12,402.99,339.03,24137.2511,1.00,1.00,12,1,0.0997,12,100.0,1.00,0.0380,0,1,2.2870,1.00,0.50
209,1,LINE_FAULT,12,304.50,337.84,11364.6756,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
210,1,LINE_FAULT,12,307.41,337.13,9218.1039,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
211,1,OVERLOAD,12,400.79,346.43,18725.5988,1.00,1.00,12,0,0.0965,12,100.0,1.00,0.0380,0,1,2.2874,1.00,0.67
212,1,LINE_FAULT,12,313.13,346.10,17460.9298,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
213,1,LINE_FAULT,12,307.81,346.10,10824.6751,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
214,1,LINE_FAULT,12,307.41,336.86,7901.2127,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
215,1,LINE_FAULT,12,307.41,337.15,6743.1611,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
216,1,LINE_FAULT,12,316.44,337.15,66443.3715,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
217,1,OVERLOAD,12,403.61,337.15,20091.1616,1.00,1.00,12,1,0.0965,12,100.0,1.00,0.0380,0,1,2.2862,0.92,0.58
218,1,LINE_FAULT,12,313.13,328.16,122579.5262,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
219,1,OVERLOAD,12,403.61,338.07,21246.2592,1.00,1.00,12,0,0.0943,12,100.0,1.00,0.0380,0,1,2.2850,0.92,0.58
220,1,OVERLOAD,12,402.99,347.63,22896.0014,1.00,1.00,12,1,0.0971,12,100.0,1.00,0.0380,0,1,2.2843,0.92,0.75
221,1,OVERLOAD,12,398.99,347.45,20171.6473,1.00,1.00,12,0,0.1011,12,100.0,1.00,0.0380,0,1,2.2854,0.75,0.50
222,1,OVERLOAD,12,404.99,356.64,18717.5912,1.00,1.00,12,1,0.0996,12,100.0,1.00,0.0380,0,1,2.2867,0.92,0.67
223,1,LINE_FAULT,12,304.50,356.31,9516.6414,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
224,1,OVERLOAD,12,403.79,365.95,21069.6090,1.00,1.00,12,1,0.0985,12,100.0,1.00,0.0380,0,1,2.2888,0.83,0.58
225,1,LINE_FAULT,12,304.50,365.66,8303.3833,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
226,1,OVERLOAD,12,402.79,374.29,19643.7818,1.00,1.00,12,0,0.0985,12,100.0,1.00,0.0380,0,1,2.2896,1.00,0.58
227,1,LINE_FAULT,12,313.13,365.24,510762.8925,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
228,1,LINE_FAULT,12,307.81,364.71,16151.3030,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
229,1,OVERLOAD,12,401.79,364.53,19195.6583,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2897,0.92,0.50
230,1,LINE_FAULT,12,313.13,355.54,2280983.2915,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
231,1,OVERLOAD,12,404.61,356.10,19614.0449,1.00,1.00,12,2,0.0999,12,100.0,1.00,0.0380,0,1,2.2895,1.00,0.67
232,1,LINE_FAULT,12,313.13,346.92,4826727.1228,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
233,1,OVERLOAD,12,403.61,356.83,19608.1352,1.00,1.00,12,0,0.1012,12,100.0,1.00,0.0380,0,1,2.2895,0.83,0.58
234,1,LINE_FAULT,12,313.13,347.76,7318621.9843,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
235,1,LINE_FAULT,12,314.50,348.76,1365948.9501,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
236,1,OVERLOAD,12,400.61,348.55,17999.2221,1.00,1.00,12,0,0.0978,12,100.0,1.00,0.0380,0,1,2.2896,1.00,0.42
237,1,LINE_FAULT,12,313.13,348.55,3594624.7372,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
238,1,LINE_FAULT,12,307.81,348.55,177031.0590,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
239,1,LINE_FAULT,12,316.44,340.01,3089261.5883,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
240,1,LINE_FAULT,12,307.81,339.48,268265.1843,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
241,1,OVERLOAD,12,403.79,339.40,17752.3071,1.00,1.00,12,1,0.0980,12,100.0,1.00,0.0380,0,1,2.2889,1.00,0.67
242,1,LINE_FAULT,12,313.13,339.40,2406634.3815,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
243,1,OVERLOAD,12,403.61,339.40,18421.8562,1.00,1.00,12,1,0.0965,12,100.0,1.00,0.0380,0,1,2.2887,0.92,0.67
244,1,OVERLOAD,12,398.99,347.98,18513.1854,1.00,1.00,12,1,0.0949,12,100.0,1.00,0.0380,0,1,2.2886,0.92,0.75
245,1,OVERLOAD,12,401.99,356.73,18692.9029,1.00,1.00,12,2,0.0944,12,100.0,1.00,0.0380,0,1,2.2884,1.00,0.58
246,1,OVERLOAD,12,400.99,356.77,16207.8742,1.00,1.00,12,1,0.0952,12,100.0,1.00,0.0380,0,1,2.2889,1.00,0.58
247,1,OVERLOAD,12,403.99,365.86,16666.6046,1.00,1.00,12,0,0.0959,12,100.0,1.00,0.0380,0,1,2.2894,1.00,0.58
248,1,OVERLOAD,12,399.99,375.07,17589.3798,1.00,1.00,12,0,0.0997,12,100.0,1.00,0.0380,0,1,2.2897,0.92,0.58
249,1,LINE_FAULT,12,304.50,373.88,1103473.6658,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
250,1,LINE_FAULT,12,307.41,373.84,248747.7470,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
251,1,OVERLOAD,12,396.79,373.14,17495.4185,1.00,1.00,12,0,0.0993,12,100.0,1.00,0.0380,0,1,2.2908,0.83,0.50
252,1,LINE_FAULT,12,304.50,372.28,464146.5315,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
253,1,OVERLOAD,12,400.79,371.99,18067.2764,1.00,1.00,12,0,0.0978,12,100.0,1.00,0.0380,0,1,2.2908,0.92,0.67
254,1,OVERLOAD,12,401.99,372.29,15903.3437,1.00,1.00,12,1,0.0919,12,100.0,1.00,0.0380,0,1,2.2904,1.00,0.50
255,1,OVERLOAD,12,401.99,372.29,16126.9091,1.00,1.00,12,0,0.1002,12,100.0,1.00,0.0380,0,1,2.2891,0.92,0.75
256,1,OVERLOAD,12,401.99,372.39,15662.6823,1.00,1.00,12,2,0.0992,12,100.0,1.00,0.0380,0,1,2.2883,0.83,0.67
257,1,LINE_FAULT,12,313.13,363.31,3919365.7108,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
258,1,LINE_FAULT,12,314.50,354.76,703757.1566,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
259,1,OVERLOAD,12,403.61,364.67,16713.6780,1.00,1.00,12,1,0.0995,12,100.0,1.00,0.0380,0,1,2.2912,0.92,0.67
260,1,LINE_FAULT,12,304.50,364.38,261861.3510,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
261,1,OVERLOAD,12,401.79,364.88,15325.9104,1.00,1.00,12,0,0.0963,12,100.0,1.00,0.0380,0,1,2.2928,0.92,0.67
262,1,OVERLOAD,12,401.99,374.63,16142.1924,1.00,1.00,12,0,0.0939,12,100.0,1.00,0.0380,0,1,2.2926,1.00,0.58
263,1,LINE_FAULT,12,313.13,365.86,5250690.0983,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
264,1,OVERLOAD,12,404.61,366.12,16156.1807,1.00,1.00,12,0,0.1000,12,100.0,1.00,0.0380,0,1,2.2917,1.00,0.58
265,1,LINE_FAULT,12,304.50,356.38,39350.7092,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
266,1,OVERLOAD,12,402.79,356.46,16171.2786,1.00,1.00,12,0,0.0967,12,100.0,1.00,0.0380,0,1,2.2912,1.00,0.58
267,1,OVERLOAD,12,398.99,365.04,16245.3037,1.00,1.00,12,1,0.0994,12,100.0,1.00,0.0380,0,1,2.2913,0.75,0.50
268,1,OVERLOAD,12,401.99,373.79,15042.8975,1.00,1.00,12,1,0.1013,12,100.0,1.00,0.0380,0,1,2.2926,0.92,0.67
269,1,LINE_FAULT,12,313.13,364.74,14116833.5972,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
270,1,OVERLOAD,12,404.61,374.75,16696.0265,1.00,1.00,12,1,0.0976,12,100.0,1.00,0.0380,0,1,2.2932,0.92,0.67
271,1,LINE_FAULT,12,313.13,365.89,6129397.5354,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
272,1,LINE_FAULT,12,307.81,356.47,44848.6773,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
273,1,LINE_FAULT,12,316.44,356.80,26591.5831,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
274,1,LINE_FAULT,12,314.50,347.79,17089.9071,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
275,1,OVERLOAD,12,403.63,357.70,15411.5337,1.00,1.00,12,2,0.0965,12,100.0,1.00,0.0380,0,1,2.2933,1.00,0.67
276,1,OVERLOAD,12,401.99,357.62,16149.4460,1.00,1.00,12,1,0.1011,12,100.0,1.00,0.0380,0,1,2.2931,0.67,0.58
277,1,LINE_FAULT,12,313.13,349.04,45246.7820,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
278,1,OVERLOAD,12,404.61,349.30,16644.5645,1.00,1.00,12,2,0.1010,12,100.0,1.00,0.0380,0,1,2.2931,0.67,0.50
279,1,OVERLOAD,12,401.99,358.18,16247.7003,1.00,1.00,12,2,0.1028,12,100.0,1.00,0.0380,0,1,2.2933,0.75,0.67
280,1,LINE_FAULT,12,304.50,348.17,15372.9733,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
281,1,OVERLOAD,12,400.82,356.94,15430.6351,1.00,1.00,12,1,0.1021,12,100.0,1.00,0.0380,0,1,2.2939,0.92,0.50
282,1,LINE_FAULT,12,313.13,357.47,10168.6175,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
283,1,LINE_FAULT,12,314.50,357.28,9552.2849,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
284,1,LINE_FAULT,12,314.50,357.28,7863.1320,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
285,1,OVERLOAD,12,403.61,357.28,15549.1468,1.00,1.00,12,2,0.1014,12,100.0,1.00,0.0380,0,1,2.2935,0.75,0.58
286,1,LINE_FAULT,12,304.50,347.53,7814.8345,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
287,1,OVERLOAD,12,403.79,356.60,13864.9733,1.00,1.00,12,0,0.1044,12,100.0,1.00,0.0380,0,1,2.2935,0.83,0.75
288,1,LINE_FAULT,12,313.13,347.45,8681.8213,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
289,1,OVERLOAD,12,401.61,347.41,15126.9919,1.00,1.00,12,2,0.0978,12,100.0,1.00,0.0380,0,1,2.2932,0.92,0.67
290,1,OVERLOAD,12,403.99,357.36,14409.7379,1.00,1.00,12,1,0.1036,12,100.0,1.00,0.0380,0,1,2.2932,0.83,0.67
291,1,LINE_FAULT,12,304.50,347.73,8785.4603,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
292,1,OVERLOAD,12,403.82,356.80,14234.3674,1.00,1.00,12,0,0.1012,12,100.0,1.00,0.0380,0,1,2.2928,0.92,0.67
293,1,LINE_FAULT,12,313.13,356.66,10218.5503,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
294,1,LINE_FAULT,12,307.81,355.99,11459.5159,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
295,1,LINE_FAULT,12,316.44,347.27,8036.7782,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
296,1,OVERLOAD,12,397.61,356.58,13717.6108,1.00,1.00,12,2,0.0953,12,100.0,1.00,0.0380,0,1,2.2930,0.92,0.50
297,1,LINE_FAULT,12,313.13,347.52,8013.0632,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
298,1,OVERLOAD,12,400.61,356.27,13537.0387,1.00,1.00,12,0,0.0983,12,100.0,1.00,0.0380,0,1,2.2927,0.92,0.50
299,1,OVERLOAD,12,398.99,356.00,14036.5205,1.00,1.00,12,2,0.0983,12,100.0,1.00,0.0380,0,1,2.2926,0.83,0.67
300,1,LINE_FAULT,12,313.13,346.92,9420.5384,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
301,1,OVERLOAD,12,400.61,356.53,13325.6546,1.00,1.00,12,0,0.1033,12,100.0,1.00,0.0380,0,1,2.2926,0.67,0.58
302,1,LINE_FAULT,12,304.50,346.60,9914.2070,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
303,1,OVERLOAD,12,402.79,355.56,13642.3919,1.00,1.00,12,1,0.0967,12,100.0,1.00,0.0380,0,1,2.2927,1.00,0.75
304,1,OVERLOAD,12,399.99,364.78,14048.5787,1.00,1.00,12,0,0.1032,12,100.0,1.00,0.0380,0,1,2.2926,0.75,0.42
305,1,OVERLOAD,12,399.99,373.14,12041.5949,1.00,1.00,12,0,0.0963,12,100.0,1.00,0.0380,0,1,2.2923,1.00,0.67
306,1,OVERLOAD,12,398.99,373.27,13220.4835,1.00,1.00,12,0,0.0951,12,100.0,1.00,0.0380,0,1,2.2916,1.00,0.67
307,1,LINE_FAULT,12,304.50,372.41,8293.3245,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
308,1,LINE_FAULT,12,307.41,363.09,7159.2200,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
309,1,LINE_FAULT,12,307.41,353.93,7512.3993,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
310,1,OVERLOAD,12,402.79,362.90,12427.1886,1.00,1.00,12,1,0.0984,12,100.0,1.00,0.0380,0,1,2.2906,0.92,0.75
311,1,OVERLOAD,12,401.99,363.04,12861.5828,1.00,1.00,12,2,0.0936,12,100.0,1.00,0.0380,0,1,2.2909,0.92,0.58
312,1,LINE_FAULT,12,304.50,363.04,7800.6837,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
313,1,OVERLOAD,12,402.82,363.04,13893.6374,1.00,1.00,12,0,0.1023,12,100.0,1.00,0.0380,0,1,2.2909,0.83,0.67
314,1,OVERLOAD,12,401.99,363.24,13750.4106,1.00,1.00,12,2,0.0974,12,100.0,1.00,0.0380,0,1,2.2911,0.75,0.75
315,1,OVERLOAD,12,398.99,363.14,12527.1433,1.00,1.00,12,1,0.0999,12,100.0,1.00,0.0380,0,1,2.2920,0.83,0.67
316,1,LINE_FAULT,12,313.13,354.55,8397.7546,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
317,1,LINE_FAULT,12,307.81,354.88,7797.7303,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
318,1,LINE_FAULT,12,316.44,355.79,10815.3013,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
319,1,LINE_FAULT,12,307.81,355.83,7581.3070,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
320,1,OVERLOAD,12,399.79,355.53,12420.4748,1.00,1.00,12,1,0.1018,12,100.0,1.00,0.0380,0,1,2.2927,0.92,0.58
321,1,LINE_FAULT,12,313.13,346.64,8959.6163,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
322,1,OVERLOAD,12,397.61,355.95,11675.3311,1.00,1.00,12,0,0.1047,12,100.0,1.00,0.0380,0,1,2.2929,0.75,0.67
323,1,LINE_FAULT,12,313.13,346.98,11965.1071,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
324,1,LINE_FAULT,12,314.50,338.23,7441.8099,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
325,1,LINE_FAULT,12,314.50,329.78,7711.6892,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
326,1,OVERLOAD,12,403.61,338.83,11112.4475,1.00,1.00,12,0,0.1046,12,100.0,1.00,0.0380,0,1,2.2926,0.83,0.58
327,1,LINE_FAULT,12,304.50,338.50,8931.2117,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
328,1,LINE_FAULT,12,307.41,337.60,8979.8427,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
329,1,LINE_FAULT,12,307.41,337.56,7407.6731,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
330,1,LINE_FAULT,12,307.41,328.32,7667.6822,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
331,1,OVERLOAD,12,402.79,337.29,12709.9390,1.00,1.00,12,3,0.0973,12,100.0,1.00,0.0380,0,1,2.2925,0.83,0.58
332,1,OVERLOAD,12,399.99,337.52,13345.5888,1.00,1.00,12,1,0.0949,12,100.0,1.00,0.0380,0,1,2.2924,0.75,0.58
333,1,LINE_FAULT,12,313.13,337.52,15910.8982,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
334,1,OVERLOAD,12,405.61,346.64,12669.1251,1.00,0.92,11,0,0.0953,11,100.0,0.92,0.0380,0,1,2.2918,1.00,0.67
335,1,LINE_FAULT,12,304.50,345.64,10164.0863,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
336,1,LINE_FAULT,12,316.44,336.92,13005.9217,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
337,1,LINE_FAULT,12,307.81,337.25,11142.2250,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
338,1,LINE_FAULT,12,307.41,337.25,7492.4645,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
339,1,LINE_FAULT,12,316.44,338.15,12075.9594,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
340,1,LINE_FAULT,12,314.50,338.86,9329.1582,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
341,1,LINE_FAULT,12,307.81,329.36,8447.0321,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
342,1,LINE_FAULT,12,307.41,320.11,7868.4575,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
343,1,OVERLOAD,12,379.04,326.70,6815741657087.9668,1.00,0.92,11,0,0.4220,11,100.0,0.92,0.0523,0,1,0.1788,0.08,0.17
344,1,OVERLOAD,12,433.83,329.52,42441.2566,1.00,0.75,9,0,0.0960,9,100.0,0.75,0.0378,0,1,2.2932,0.83,0.75
345,1,OVERLOAD,12,399.03,338.97,47706.4145,1.00,1.00,12,2,0.0947,12,100.0,1.00,0.0380,0,1,2.2920,0.75,0.50
346,1,OVERLOAD,12,401.99,347.53,56260.9782,1.00,1.00,12,2,0.0977,12,100.0,1.00,0.0380,0,1,2.2918,0.75,0.67
347,1,LINE_FAULT,12,313.13,348.06,2358593316.3508,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
348,1,OVERLOAD,12,401.61,357.48,61075.0533,1.00,1.00,12,0,0.0970,12,100.0,1.00,0.0380,0,1,2.2931,0.92,0.58
349,1,LINE_FAULT,12,304.50,356.28,2982392512.3218,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0565,0,12,0.0000,0.00,0.08
350,1,OVERLOAD,12,400.79,364.91,56297.0975,1.00,1.00,12,0,0.0996,12,100.0,1.00,0.0380,0,1,2.2931,0.75,0.58
351,1,LINE_FAULT,12,313.13,365.45,1519025677.3390,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0781,0,12,0.0000,0.00,0.08
352,1,LINE_FAULT,12,307.81,365.49,191391841.0972,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
353,1,LINE_FAULT,12,307.41,358.32,25432349.1281,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0566,0,12,0.0000,0.00,0.08
354,1,LINE_FAULT,12,316.44,346.58,507682858.3390,0.00,1.00,12,0,0.4167,12,100.0,1.00,0.0780,0,12,0.0000,0.00,0.08
