episode,curriculum_level,scenario,steps,reward,rolling_avg_reward,loss,success_rate,blocked_action_frequency,rollback_count,containment_conflicts,policy_confidence,unsafe_action_count
262,2,FDIA,12,29.06,-13.14,69.2357,1.00,1.00,12,0,0.1011,12
263,2,FDIA,12,24.06,-12.64,46.7324,1.00,1.00,12,1,0.1030,12
264,2,FDIA,12,29.06,-12.64,193.8586,1.00,1.00,12,1,0.0985,12
265,2,FDIA,12,29.06,-10.64,79.5507,1.00,1.00,12,0,0.1002,12
266,2,REPLAY_ATTACK,12,19.06,-12.64,60.9345,1.00,1.00,12,0,0.0992,12
267,2,FDIA,12,44.06,-12.14,99.1694,1.00,1.00,12,1,0.0990,12
268,2,REPLAY_ATTACK,12,34.06,-12.64,235.7088,1.00,1.00,12,1,0.1015,12
269,2,REPLAY_ATTACK,12,44.06,-12.14,120.1543,1.00,1.00,12,0,0.1000,12
270,2,REPLAY_ATTACK,12,44.06,34.64,111.8482,1.00,1.00,12,2,0.1025,12
271,3,COORDINATED_ATTACK,12,-424.38,-12.78,5347697.2140,0.00,1.00,12,0,0.4167,12
272,2,FDIA,12,39.66,-11.72,79.2200,1.00,1.00,12,1,0.1026,12
273,2,FDIA,12,39.06,-10.22,68.5064,1.00,1.00,12,1,0.1012,12
274,2,REPLAY_ATTACK,12,39.06,-9.22,109.1428,1.00,1.00,12,2,0.1009,12
275,2,FDIA,12,24.06,-9.72,166.3609,1.00,1.00,12,0,0.1019,12
276,2,FDIA,12,24.06,-9.22,44.2823,1.00,1.00,12,1,0.1017,12
277,2,FDIA,12,14.06,-12.22,78.8458,1.00,1.00,12,0,0.0988,12
278,2,REPLAY_ATTACK,12,24.06,-13.22,243.9741,1.00,1.00,12,2,0.1030,12
279,2,FDIA,12,24.06,-15.22,32.4700,1.00,1.00,12,0,0.1010,12
280,2,FDIA,12,39.06,-15.72,89.5309,1.00,1.00,12,0,0.1030,12
281,2,REPLAY_ATTACK,12,39.06,30.62,72.8994,1.00,1.00,12,2,0.1015,12
282,3,COORDINATED_ATTACK,12,-424.38,-15.78,2594082.2700,0.00,1.00,12,0,0.4167,12
283,2,FDIA,12,39.66,-15.72,74.1894,1.00,1.00,12,2,0.1017,12
284,2,FDIA,12,44.06,-15.22,115.9110,1.00,1.00,12,0,0.0992,12
285,2,FDIA,12,44.06,-13.22,120.9980,1.00,1.00,12,0,0.1015,12
286,2,REPLAY_ATTACK,12,24.06,-13.22,58.9341,1.00,1.00,12,2,0.1002,12
287,2,FDIA,12,29.06,-11.72,63.2156,1.00,1.00,12,1,0.1006,12
288,2,FDIA,12,39.06,-10.22,91.0553,1.00,1.00,12,1,0.1032,12
289,2,REPLAY_ATTACK,12,34.06,-9.22,65.0111,1.00,1.00,12,1,0.0994,12
290,2,FDIA,12,24.06,-10.72,215.7448,1.00,1.00,12,1,0.1033,12
291,2,REPLAY_ATTACK,12,39.06,-10.72,80.8168,1.00,1.00,12,0,0.1008,12
292,2,REPLAY_ATTACK,12,29.06,34.62,40.7001,1.00,1.00,12,0,0.1007,12
293,3,COORDINATED_ATTACK,12,-424.38,-11.78,587406.4448,0.00,1.00,12,0,0.4167,12
294,2,FDIA,12,39.66,-12.22,66.7845,1.00,1.00,12,0,0.1000,12
295,2,FDIA,12,29.06,-13.72,103.2175,1.00,1.00,12,2,0.1007,12
296,2,FDIA,12,39.06,-12.22,78.9348,1.00,1.00,12,2,0.1010,12
297,2,REPLAY_ATTACK,12,44.06,-10.72,118.6528,1.00,1.00,12,0,0.0980,12
298,2,REPLAY_ATTACK,12,44.06,-10.22,130.6713,1.00,1.00,12,0,0.1014,12
299,2,FDIA,12,29.06,-10.72,187.3040,1.00,1.00,12,1,0.1013,12
300,2,FDIA,12,39.06,-9.22,78.3927,1.00,1.00,12,1,0.1001,12
301,2,REPLAY_ATTACK,12,49.06,-8.22,170.3413,1.00,1.00,12,2,0.1031,12
302,2,FDIA,12,49.06,-6.22,172.6651,1.00,1.00,12,1,0.1023,12
303,2,REPLAY_ATTACK,12,39.06,40.12,69.8790,1.00,1.00,12,1,0.1041,12
304,3,COORDINATED_ATTACK,12,-424.38,-6.28,120857.6640,0.00,1.00,12,0,0.4167,12
305,2,FDIA,12,39.66,-5.22,114.5550,1.00,1.00,12,1,0.1019,12
306,2,FDIA,12,49.06,-4.22,164.7470,1.00,1.00,12,1,0.1006,12
307,2,FDIA,12,54.06,-3.22,467.8236,1.00,0.92,11,0,0.1038,11
308,2,REPLAY_ATTACK,12,8.81,-6.75,191.0963,1.00,0.92,12,0,0.0961,11
309,2,REPLAY_ATTACK,12,24.06,-7.25,37.3447,1.00,1.00,12,0,0.1029,12
310,2,REPLAY_ATTACK,12,39.06,-7.25,90.4110,1.00,1.00,12,1,0.1023,12
311,2,FDIA,12,39.06,-8.25,66.0936,1.00,1.00,12,0,0.0989,12
312,2,REPLAY_ATTACK,12,39.06,-9.25,76.4849,1.00,1.00,12,1,0.1015,12
313,2,FDIA,12,44.06,-8.75,110.3525,1.00,1.00,12,0,0.1002,12
314,2,REPLAY_ATTACK,12,24.06,36.10,184.1933,1.00,1.00,12,1,0.0991,12
315,3,COORDINATED_ATTACK,12,-424.38,-10.31,35179.6226,0.00,1.00,12,0,0.4167,12
316,2,REPLAY_ATTACK,12,44.66,-10.75,115.9052,1.00,1.00,12,1,0.0985,12
317,2,REPLAY_ATTACK,12,49.06,-11.25,170.2658,1.00,1.00,12,0,0.0977,12
318,2,FDIA,12,39.06,-8.22,87.3945,1.00,1.00,12,2,0.1001,12
319,2,FDIA,12,24.06,-8.22,199.8192,1.00,1.00,12,1,0.0984,12
320,2,FDIA,12,39.06,-8.22,81.8747,1.00,1.00,12,1,0.1000,12
321,3,COORDINATED_ATTACK,12,-424.38,-54.57,13164.0403,0.00,1.00,12,0,0.4167,12
322,3,CASCADING_INSTABILITY,12,-416.52,-100.13,83697.5306,0.00,1.00,12,0,0.4167,12
323,3,CASCADING_INSTABILITY,12,-416.27,-146.16,44126.9147,0.00,1.00,12,0,0.4167,12
324,3,CASCADING_INSTABILITY,12,-416.27,-190.19,16839.1045,0.00,1.00,12,0,0.4167,12
325,3,CASCADING_INSTABILITY,12,-416.27,-189.38,12557.4011,0.00,1.00,12,0,0.4167,12
326,3,CASCADING_INSTABILITY,12,-416.27,-235.47,11148.4015,0.00,1.00,12,0,0.4167,12
327,3,CASCADING_INSTABILITY,12,-416.27,-282.01,12496.1260,0.00,1.00,12,0,0.4167,12
328,3,COORDINATED_ATTACK,12,-417.51,-327.66,18202.2939,0.00,1.00,12,0,0.4167,12
329,3,COORDINATED_ATTACK,12,-417.22,-371.79,11235.3873,0.00,1.00,12,0,0.4167,12
330,3,COORDINATED_ATTACK,12,-417.22,-417.42,13740.3881,0.00,1.00,12,0,0.4167,12
331,3,COORDINATED_ATTACK,12,-417.22,-416.71,13910.2588,0.00,1.00,12,0,0.4167,12
332,3,CASCADING_INSTABILITY,12,-416.52,-416.71,101685.8612,0.00,1.00,12,0,0.4167,12
333,3,COORDINATED_ATTACK,12,-417.51,-416.83,27421.6499,0.00,1.00,12,0,0.4167,12
334,3,COORDINATED_ATTACK,12,-417.22,-416.93,33891.3548,0.00,1.00,12,0,0.4167,12
335,3,COORDINATED_ATTACK,12,-417.22,-417.02,16629.3745,0.00,1.00,12,0,0.4167,12
336,3,COORDINATED_ATTACK,12,-417.22,-417.12,12306.1315,0.00,1.00,12,0,0.4167,12
337,3,CASCADING_INSTABILITY,12,-416.52,-417.14,56328.4513,0.00,1.00,12,0,0.4167,12
338,3,COORDINATED_ATTACK,12,-417.51,-417.14,12649.0009,0.00,1.00,12,0,0.4167,12
339,3,CASCADING_INSTABILITY,12,-416.52,-417.07,138540.7097,0.00,1.00,12,0,0.4167,12
340,3,CASCADING_INSTABILITY,12,-416.27,-416.98,76005.1307,0.00,1.00,12,0,0.4167,12
341,3,COORDINATED_ATTACK,12,-417.51,-417.00,12076.8809,0.00,1.00,12,0,0.4167,12
342,3,CASCADING_INSTABILITY,12,-416.52,-417.00,166984.8505,0.00,1.00,12,0,0.4167,12
343,3,COORDINATED_ATTACK,12,-417.51,-417.00,25850.5911,0.00,1.00,12,0,0.4167,12
344,3,CASCADING_INSTABILITY,12,-416.52,-416.93,443143.3153,0.00,1.00,12,0,0.4167,12
345,3,COORDINATED_ATTACK,12,-417.51,-416.96,49586.1960,0.00,1.00,12,0,0.4167,12
346,3,COORDINATED_ATTACK,12,-417.22,-416.96,41116.0466,0.00,1.00,12,0,0.4167,12
347,3,COORDINATED_ATTACK,12,-417.22,-417.03,16028.6926,0.00,1.00,12,0,0.4167,12
348,3,COORDINATED_ATTACK,12,-417.22,-417.00,13137.5625,0.00,1.00,12,0,0.4167,12
349,3,CASCADING_INSTABILITY,12,-416.52,-417.00,60387.5517,0.00,1.00,12,0,0.4167,12
350,3,CASCADING_INSTABILITY,12,-416.27,-417.00,47494.1036,0.00,1.00,12,0,0.4167,12
351,3,CASCADING_INSTABILITY,12,-416.27,-416.88,13257.8793,0.00,1.00,12,0,0.4167,12
352,3,COORDINATED_ATTACK,12,-417.51,-416.98,32073.0165,0.00,1.00,12,0,0.4167,12
353,3,CASCADING_INSTABILITY,12,-416.52,-416.88,22997.6334,0.00,1.00,12,0,0.4167,12
354,3,COORDINATED_ATTACK,12,-417.51,-416.98,13471.7789,0.00,1.00,12,0,0.4167,12
355,3,CASCADING_INSTABILITY,12,-416.52,-416.88,93901.4267,0.00,1.00,12,0,0.4167,12
356,3,CASCADING_INSTABILITY,12,-416.27,-416.79,56602.4323,0.00,1.00,12,0,0.4167,12
357,3,COORDINATED_ATTACK,12,-417.51,-416.81,13715.7103,0.00,1.00,12,0,0.4167,12
358,3,COORDINATED_ATTACK,12,-417.22,-416.81,18805.8050,0.00,1.00,12,0,0.4167,12
359,3,CASCADING_INSTABILITY,12,-416.52,-416.81,207568.3581,0.00,1.00,12,0,0.4167,12
360,3,CASCADING_INSTABILITY,12,-416.27,-416.81,191835.7289,0.00,1.00,12,0,0.4167,12
361,3,COORDINATED_ATTACK,12,-417.51,-416.94,35352.0993,0.00,1.00,12,0,0.4167,12
362,3,CASCADING_INSTABILITY,12,-416.52,-416.84,473475.1842,0.00,1.00,12,0,0.4167,12
363,3,CASCADING_INSTABILITY,12,-416.27,-416.81,256204.6569,0.00,1.00,12,0,0.4167,12
364,3,CASCADING_INSTABILITY,12,-416.27,-416.69,72473.1017,0.00,1.00,12,0,0.4167,12
365,3,COORDINATED_ATTACK,12,-417.51,-416.79,27672.2742,0.00,1.00,12,0,0.4167,12
366,3,CASCADING_INSTABILITY,12,-416.52,-416.81,39695.9460,0.00,1.00,12,0,0.4167,12
367,3,CASCADING_INSTABILITY,12,-416.27,-416.69,16199.1883,0.00,1.00,12,0,0.4167,12
368,3,CASCADING_INSTABILITY,12,-416.27,-416.59,13142.5509,0.00,1.00,12,0,0.4167,12
369,3,CASCADING_INSTABILITY,12,-416.27,-416.57,14673.8220,0.00,1.00,12,0,0.4167,12
370,3,COORDINATED_ATTACK,12,-417.51,-416.69,19443.2408,0.00,1.00,12,0,0.4167,12
371,3,COORDINATED_ATTACK,12,-417.22,-416.66,10278.5058,0.00,1.00,12,0,0.4167,12
372,3,COORDINATED_ATTACK,12,-417.22,-416.73,13039.8050,0.00,1.00,12,0,0.4167,12
373,3,CASCADING_INSTABILITY,12,-416.52,-416.76,139959.1348,0.00,1.00,12,0,0.4167,12
374,3,CASCADING_INSTABILITY,12,-416.27,-416.76,99055.7877,0.00,1.00,12,0,0.4167,12
375,3,COORDINATED_ATTACK,12,-417.51,-416.76,15359.1567,0.00,1.00,12,0,0.4167,12
376,3,COORDINATED_ATTACK,12,-417.22,-416.83,20438.1698,0.00,1.00,12,0,0.4167,12
377,3,CASCADING_INSTABILITY,12,-416.52,-416.86,291104.2099,0.00,1.00,12,0,0.4167,12
378,3,CASCADING_INSTABILITY,12,-416.27,-416.86,224740.8943,0.00,1.00,12,0,0.4167,12
379,3,CASCADING_INSTABILITY,12,-416.27,-416.86,57970.0435,0.00,1.00,12,0,0.4167,12
380,3,CASCADING_INSTABILITY,12,-416.27,-416.73,23757.2398,0.00,1.00,12,0,0.4167,12
381,3,CASCADING_INSTABILITY,12,-416.27,-416.64,22987.6985,0.00,1.00,12,0,0.4167,12
382,3,COORDINATED_ATTACK,12,-417.51,-416.66,27631.9902,0.00,1.00,12,0,0.4167,12
383,3,CASCADING_INSTABILITY,12,-416.52,-416.66,18252.9781,0.00,1.00,12,0,0.4167,12
384,3,COORDINATED_ATTACK,12,-417.51,-416.79,18017.7192,0.00,1.00,12,0,0.4167,12
385,3,CASCADING_INSTABILITY,12,-416.52,-416.69,50611.2850,0.00,1.00,12,0,0.4167,12
386,3,CASCADING_INSTABILITY,12,-416.27,-416.59,25428.0929,0.00,1.00,12,0,0.4167,12
387,3,CASCADING_INSTABILITY,12,-416.27,-416.57,13251.2499,0.00,1.00,12,0,0.4167,12
388,3,CASCADING_INSTABILITY,12,-416.27,-416.57,14450.4334,0.00,1.00,12,0,0.4167,12
389,3,CASCADING_INSTABILITY,12,-416.27,-416.57,15683.8723,0.00,1.00,12,0,0.4167,12
390,3,CASCADING_INSTABILITY,12,-416.27,-416.57,18337.3680,0.00,1.00,12,0,0.4167,12
391,3,COORDINATED_ATTACK,12,-417.51,-416.69,14332.9146,0.00,1.00,12,0,0.4167,12
392,3,COORDINATED_ATTACK,12,-417.22,-416.66,11820.9073,0.00,1.00,12,0,0.4167,12
393,3,CASCADING_INSTABILITY,12,-416.52,-416.66,183037.3743,0.00,1.00,12,0,0.4167,12
394,3,COORDINATED_ATTACK,12,-417.51,-416.66,31429.8932,0.00,1.00,12,0,0.4167,12
395,3,CASCADING_INSTABILITY,12,-416.52,-416.66,482699.3175,0.00,1.00,12,0,0.4167,12
396,3,COORDINATED_ATTACK,12,-417.51,-416.79,101813.8071,0.00,1.00,12,0,0.4167,12
397,3,COORDINATED_ATTACK,12,-417.22,-416.88,104964.8006,0.00,1.00,12,0,0.4167,12
398,3,COORDINATED_ATTACK,12,-417.22,-416.98,24581.9247,0.00,1.00,12,0,0.4167,12
399,3,COORDINATED_ATTACK,12,-417.22,-417.07,17837.7266,0.00,1.00,12,0,0.4167,12
400,3,COORDINATED_ATTACK,12,-417.22,-417.17,14115.1512,0.00,1.00,12,0,0.4167,12
401,3,CASCADING_INSTABILITY,12,-416.52,-417.07,85522.4119,0.00,1.00,12,0,0.4167,12
402,3,COORDINATED_ATTACK,12,-417.51,-417.10,13915.0932,0.00,1.00,12,0,0.4167,12
403,3,CASCADING_INSTABILITY,12,-416.52,-417.10,218223.4903,0.00,1.00,12,0,0.4167,12
404,3,CASCADING_INSTABILITY,12,-416.27,-416.98,104413.1007,0.00,1.00,12,0,0.4167,12
405,3,CASCADING_INSTABILITY,12,-416.27,-416.95,20602.8044,0.00,1.00,12,0,0.4167,12
406,3,CASCADING_INSTABILITY,12,-416.27,-416.83,17372.5224,0.00,1.00,12,0,0.4167,12
407,3,CASCADING_INSTABILITY,12,-416.27,-416.73,15798.3643,0.00,1.00,12,0,0.4167,12
408,3,COORDINATED_ATTACK,12,-417.51,-416.76,16264.4539,0.00,1.00,12,0,0.4167,12
409,3,COORDINATED_ATTACK,12,-417.22,-416.76,10942.3913,0.00,1.00,12,0,0.4167,12
410,3,CASCADING_INSTABILITY,12,-416.52,-416.69,163300.6251,0.00,1.00,12,0,0.4167,12
411,3,COORDINATED_ATTACK,12,-417.51,-416.79,28084.7810,0.00,1.00,12,0,0.4167,12
412,3,CASCADING_INSTABILITY,12,-416.52,-416.69,479860.5894,0.00,1.00,12,0,0.4167,12
413,3,CASCADING_INSTABILITY,12,-416.27,-416.66,182927.2371,0.00,1.00,12,0,0.4167,12
414,3,COORDINATED_ATTACK,12,-417.51,-416.79,24273.6756,0.00,1.00,12,0,0.4167,12
415,3,CASCADING_INSTABILITY,12,-416.52,-416.81,48463.4365,0.00,1.00,12,0,0.4167,12
416,3,CASCADING_INSTABILITY,12,-416.27,-416.81,17838.8746,0.00,1.00,12,0,0.4167,12
417,3,COORDINATED_ATTACK,12,-417.51,-416.94,22630.9995,0.00,1.00,12,0,0.4167,12
418,3,CASCADING_INSTABILITY,12,-416.52,-416.84,32927.6803,0.00,1.00,12,0,0.4167,12
419,3,COORDINATED_ATTACK,12,-417.51,-416.87,14875.3959,0.00,1.00,12,0,0.4167,12
420,3,COORDINATED_ATTACK,12,-417.22,-416.94,11260.9356,0.00,1.00,12,0,0.4167,12
421,3,COORDINATED_ATTACK,12,-417.22,-416.91,14944.0285,0.00,1.00,12,0,0.4167,12
422,3,CASCADING_INSTABILITY,12,-416.52,-416.91,201119.5137,0.00,1.00,12,0,0.4167,12
423,3,CASCADING_INSTABILITY,12,-416.27,-416.91,114192.0095,0.00,1.00,12,0,0.4167,12
424,3,COORDINATED_ATTACK,12,-417.51,-416.91,24052.7690,0.00,1.00,12,0,0.4167,12
425,3,CASCADING_INSTABILITY,12,-416.52,-416.91,41737.7862,0.00,1.00,12,0,0.4167,12
426,3,CASCADING_INSTABILITY,12,-416.27,-416.91,14684.9126,0.00,1.00,12,0,0.4167,12
427,3,CASCADING_INSTABILITY,12,-416.27,-416.79,13826.1175,0.00,1.00,12,0,0.4167,12
428,3,CASCADING_INSTABILITY,12,-416.27,-416.76,14830.4964,0.00,1.00,12,0,0.4167,12
429,3,COORDINATED_ATTACK,12,-417.51,-416.76,18171.1504,0.00,1.00,12,0,0.4167,12
430,3,COORDINATED_ATTACK,12,-417.22,-416.76,11407.1682,0.00,1.00,12,0,0.4167,12
431,3,CASCADING_INSTABILITY,12,-416.52,-416.69,112795.3732,0.00,1.00,12,0,0.4167,12
432,3,COORDINATED_ATTACK,12,-417.51,-416.79,18044.9490,0.00,1.00,12,0,0.4167,12
433,3,CASCADING_INSTABILITY,12,-416.52,-416.81,294190.7216,0.00,1.00,12,0,0.4167,12
434,3,CASCADING_INSTABILITY,12,-416.27,-416.69,94443.1852,0.00,1.00,12,0,0.4167,12
435,3,CASCADING_INSTABILITY,12,-416.27,-416.66,20321.8109,0.00,1.00,12,0,0.4167,12
436,3,COORDINATED_ATTACK,12,-417.51,-416.79,32038.1668,0.00,1.00,12,0,0.4167,12
437,3,COORDINATED_ATTACK,12,-417.22,-416.88,14521.9485,0.00,1.00,12,0,0.4167,12
438,3,COORDINATED_ATTACK,12,-417.22,-416.98,12164.2362,0.00,1.00,12,0,0.4167,12
439,3,CASCADING_INSTABILITY,12,-416.52,-416.88,151844.9756,0.00,1.00,12,0,0.4167,12
440,3,CASCADING_INSTABILITY,12,-416.27,-416.79,44017.1878,0.00,1.00,12,0,0.4167,12
441,3,COORDINATED_ATTACK,12,-417.51,-416.88,38795.0359,0.00,1.00,12,0,0.4167,12
442,3,CASCADING_INSTABILITY,12,-416.52,-416.79,15451.5716,0.00,1.00,12,0,0.4167,12
443,3,COORDINATED_ATTACK,12,-417.51,-416.88,30315.1584,0.00,1.00,12,0,0.4167,12
444,3,COORDINATED_ATTACK,12,-417.22,-416.98,13885.6962,0.00,1.00,12,0,0.4167,12
445,3,CASCADING_INSTABILITY,12,-416.52,-417.00,79670.1948,0.00,1.00,12,0,0.4167,12
446,3,CASCADING_INSTABILITY,12,-416.27,-416.88,22102.8816,0.00,1.00,12,0,0.4167,12
447,3,COORDINATED_ATTACK,12,-417.51,-416.91,26462.5223,0.00,1.00,12,0,0.4167,12
448,3,CASCADING_INSTABILITY,12,-416.52,-416.84,26493.2153,0.00,1.00,12,0,0.4167,12
449,3,COORDINATED_ATTACK,12,-417.51,-416.94,16693.4224,0.00,1.00,12,0,0.4167,12
450,3,COORDINATED_ATTACK,12,-417.22,-417.03,12342.2975,0.00,1.00,12,0,0.4167,12
451,3,COORDINATED_ATTACK,12,-417.22,-417.00,14129.0093,0.00,1.00,12,0,0.4167,12
452,3,COORDINATED_ATTACK,12,-417.22,-417.07,14805.6963,0.00,1.00,12,0,0.4167,12
453,3,CASCADING_INSTABILITY,12,-416.52,-416.98,123396.1643,0.00,1.00,12,0,0.4167,12
454,3,CASCADING_INSTABILITY,12,-416.27,-416.88,42679.8795,0.00,1.00,12,0,0.4167,12
455,3,COORDINATED_ATTACK,12,-417.51,-416.98,30938.7653,0.00,1.00,12,0,0.4167,12
456,3,COORDINATED_ATTACK,12,-417.22,-417.07,13755.8310,0.00,1.00,12,0,0.4167,12
457,3,CASCADING_INSTABILITY,12,-416.52,-416.98,91884.0716,0.00,1.00,12,0,0.4167,12
458,3,CASCADING_INSTABILITY,12,-416.27,-416.95,22211.1748,0.00,1.00,12,0,0.4167,12
459,3,CASCADING_INSTABILITY,12,-416.27,-416.83,13891.1177,0.00,1.00,12,0,0.4167,12
460,3,CASCADING_INSTABILITY,12,-416.27,-416.73,16256.8051,0.00,1.00,12,0,0.4167,12
461,3,CASCADING_INSTABILITY,12,-416.27,-416.64,13357.8543,0.00,1.00,12,0,0.4167,12
462,3,COORDINATED_ATTACK,12,-417.51,-416.66,17591.3087,0.00,1.00,12,0,0.4167,12
463,3,COORDINATED_ATTACK,12,-417.22,-416.73,11344.2630,0.00,1.00,12,0,0.4167,12
464,3,COORDINATED_ATTACK,12,-417.22,-416.83,14938.7768,0.00,1.00,12,0,0.4167,12
465,3,CASCADING_INSTABILITY,12,-416.52,-416.73,157695.6199,0.00,1.00,12,0,0.4167,12
466,3,COORDINATED_ATTACK,12,-417.51,-416.76,21578.0661,0.00,1.00,12,0,0.4167,12
467,3,CASCADING_INSTABILITY,12,-416.52,-416.76,417168.8806,0.00,1.00,12,0,0.4167,12
468,3,CASCADING_INSTABILITY,12,-416.27,-416.76,88308.4095,0.00,1.00,12,0,0.4167,12
469,3,COORDINATED_ATTACK,12,-417.51,-416.88,64915.3106,0.00,1.00,12,0,0.4167,12
470,3,COORDINATED_ATTACK,12,-417.22,-416.98,28122.2172,0.00,1.00,12,0,0.4167,12
471,3,CASCADING_INSTABILITY,12,-416.52,-417.00,40190.4918,0.00,1.00,12,0,0.4167,12
472,3,COORDINATED_ATTACK,12,-417.51,-417.00,19608.1520,0.00,1.00,12,0,0.4167,12
473,3,COORDINATED_ATTACK,12,-417.22,-417.00,11890.2061,0.00,1.00,12,0,0.4167,12
474,3,COORDINATED_ATTACK,12,-417.22,-417.00,14131.4501,0.00,1.00,12,0,0.4167,12
475,3,COORDINATED_ATTACK,12,-417.22,-417.07,14689.1014,0.00,1.00,12,0,0.4167,12
476,3,COORDINATED_ATTACK,12,-417.22,-417.05,13280.7769,0.00,1.00,12,0,0.4167,12
477,3,COORDINATED_ATTACK,12,-417.22,-417.12,12573.5459,0.00,1.00,12,0,0.4167,12
478,3,COORDINATED_ATTACK,12,-417.22,-417.21,13938.6480,0.00,1.00,12,0,0.4167,12
479,3,CASCADING_INSTABILITY,12,-416.52,-417.11,121433.3005,0.00,1.00,12,0,0.4167,12
480,3,COORDINATED_ATTACK,12,-417.51,-417.14,14101.1773,0.00,1.00,12,0,0.4167,12
481,3,COORDINATED_ATTACK,12,-417.22,-417.21,20144.0752,0.00,1.00,12,0,0.4167,12
482,3,COORDINATED_ATTACK,12,-417.22,-417.18,21864.2433,0.00,1.00,12,0,0.4167,12
483,3,COORDINATED_ATTACK,12,-417.22,-417.18,13517.3401,0.00,1.00,12,0,0.4167,12
484,3,CASCADING_INSTABILITY,12,-416.52,-417.11,91288.9940,0.00,1.00,12,0,0.4167,12
485,3,COORDINATED_ATTACK,12,-417.51,-417.14,12575.5777,0.00,1.00,12,0,0.4167,12
486,3,COORDINATED_ATTACK,12,-417.22,-417.14,18808.2327,0.00,1.00,12,0,0.4167,12
487,3,COORDINATED_ATTACK,12,-417.22,-417.14,17149.6561,0.00,1.00,12,0,0.4167,12
488,3,CASCADING_INSTABILITY,12,-416.52,-417.07,184038.5365,0.00,1.00,12,0,0.4167,12
489,3,CASCADING_INSTABILITY,12,-416.27,-417.05,48141.5754,0.00,1.00,12,0,0.4167,12
490,3,CASCADING_INSTABILITY,12,-416.27,-416.92,18994.9311,0.00,1.00,12,0,0.4167,12
491,3,CASCADING_INSTABILITY,12,-416.27,-416.83,15094.9708,0.00,1.00,12,0,0.4167,12
492,3,COORDINATED_ATTACK,12,-417.51,-416.86,18748.7116,0.00,1.00,12,0,0.4167,12
493,3,CASCADING_INSTABILITY,12,-416.52,-416.79,46519.8245,0.00,1.00,12,0,0.4167,12
494,3,COORDINATED_ATTACK,12,-417.51,-416.88,15340.1817,0.00,1.00,12,0,0.4167,12
495,3,CASCADING_INSTABILITY,12,-416.52,-416.79,78230.4135,0.00,1.00,12,0,0.4167,12
496,3,CASCADING_INSTABILITY,12,-416.27,-416.69,20879.0168,0.00,1.00,12,0,0.4167,12
497,3,CASCADING_INSTABILITY,12,-416.27,-416.59,14572.9561,0.00,1.00,12,0,0.4167,12
498,3,CASCADING_INSTABILITY,12,-416.27,-416.57,15417.1762,0.00,1.00,12,0,0.4167,12
499,3,CASCADING_INSTABILITY,12,-416.27,-416.57,12264.9526,0.00,1.00,12,0,0.4167,12
500,3,CASCADING_INSTABILITY,12,-416.27,-416.57,13859.1090,0.00,1.00,12,0,0.4167,12
1,1,LINE_FAULT,5,130.46,130.46,592190236.3063,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0775,0,5,0.0000,0.00,0.20
2,1,LINE_FAULT,5,126.24,128.35,328874.8973,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0566,0,5,0.0000,0.00,0.20
3,1,LINE_FAULT,5,125.85,127.52,147738.8365,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0565,0,5,0.0000,0.00,0.20
4,1,LINE_FAULT,5,132.45,128.75,34315946.3066,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0776,0,5,0.0000,0.00,0.20
5,1,LINE_FAULT,5,130.50,129.10,30386723.3067,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0779,0,5,0.0000,0.00,0.20
1,1,LINE_FAULT,5,125.84,125.84,426496.2262,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0565,0,5,0.0000,0.00,0.20
2,1,LINE_FAULT,5,125.85,125.84,211998.7358,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0565,0,5,0.0000,0.00,0.20
3,1,OVERLOAD,5,177.95,143.21,28959228.8687,1.00,0.60,3,0,0.8203,3,100.0,0.60,0.0518,0,1,0.4594,0.20,0.40
4,1,LINE_FAULT,5,129.25,139.72,318722290.3065,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0775,0,5,0.0000,0.00,0.20
5,1,OVERLOAD,5,194.81,150.74,13009.0448,1.00,0.60,3,1,0.0976,3,100.0,0.60,0.0372,0,1,2.2981,1.00,0.60
1,1,OVERLOAD,5,184.95,184.95,0.0000,1.00,0.40,2,0,0.0258,2,100.0,0.40,0.0518,0,1,0.0000,1.00,0.80
2,1,OVERLOAD,5,183.67,184.31,0.0000,1.00,0.80,4,0,0.1103,4,100.0,0.80,0.0373,0,1,0.0000,0.80,0.80
3,1,LINE_FAULT,5,127.80,165.48,0.0000,0.00,1.00,5,0,0.0000,5,100.0,1.00,0.0565,0,5,0.0000,1.00,0.80
4,1,OVERLOAD,5,166.96,165.85,0.0000,1.00,1.00,5,0,0.1164,5,100.0,1.00,0.0380,0,1,0.0000,1.00,0.60
5,1,LINE_FAULT,5,125.94,157.87,0.0000,0.00,1.00,5,0,0.0000,5,100.0,1.00,0.0565,0,5,0.0000,1.00,0.80
1,1,LINE_FAULT,5,125.84,125.84,3505902.3366,0.00,1.00,5,0,0.6000,5,100.0,1.00,0.0565,0,5,0.0000,0.00,0.20
